gene ID,Base Mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj
vnz_19295,8.3177051,-0.5836646,0.8421174,-0.6930917,0.488252,0.6884195
vnz_19300,2.9347807,-1.8350593,1.3138133,-1.3967428,1.62E-01,NA
vnz_19305,73.975213,0.4401463,0.3710837,1.1861107,0.2355786,0.4349914
vnz_19310,367.0623,0.6352883,0.3476631,1.8273103,0.0676531,0.1764399
vnz_19315,6.8514872,-0.0352245,0.9625612,-0.0365945,0.9708083,1
vnz_19320,5.9379472,-1.7401482,1.0932692,-1.5916924,0.1114538,0.2519827
vnz_19325,12.249743,-0.1568629,0.6881598,-0.2279454,0.8196887,0.9086395
vnz_19330,32.164931,-1.1314973,0.5282879,-2.1418195,0.032208,0.0996091
vnz_19335,17.475295,-1.3869131,0.6490886,-2.1367085,0.0326217,0.1006048
vnz_19340,14.11588,-3.4147976,0.8967607,-3.807925,0.0001401,0.0009999
vnz_19345,101.25821,-1.3961814,0.4036591,-3.458813,0.0005426,0.0033432
vnz_19350,186.70846,-1.5220495,0.4002969,-3.8023016,0.0001434,0.0010206
vnz_19355,12.021146,-1.8569549,0.8448965,-2.1978491,0.0279599,0.0892712
vnz_19360,32.120157,-0.1774166,0.7019673,-0.252742,0.8004676,0.8977859
vnz_19365,45.716546,-0.4719161,0.4142919,-1.139091,0.2546652,0.4590826
vnz_19370,33.330386,-0.2667298,0.4657058,-0.5727432,0.5668186,0.7437565
vnz_19375,281.25166,-4.4701918,0.4195806,-10.653953,1.67E-26,2.17E-24
vnz_19380,123.4499,-4.6321335,0.5696824,-8.1310806,4.25E-16,1.67E-14
vnz_19385,152.09188,-0.6502506,0.5803058,-1.1205309,0.2624876,0.4680753
vnz_19390,17.826319,-1.037471,0.6049133,-1.7150738,0.0863317,0.2099254
vnz_19395,9.0748973,-3.0880909,0.9148614,-3.375474,0.0007369,0.0043789
vnz_19400,8.7437505,-4.1321324,1.1037791,-3.7436228,0.0001814,0.0012596
vnz_19405,9.5587496,-2.3457661,0.7892123,-2.9722879,0.0029559,0.014258
vnz_19410,278.25972,-1.4754359,0.3202996,-4.6064247,4.10E-06,3.97E-05
vnz_19415,119.23322,-1.2023906,0.481586,-2.4967306,0.0125344,0.0473644
vnz_19420,125.82958,-0.57737,0.3905422,-1.4783804,0.139306,0.2969093
vnz_19425,17.43606,-1.9160103,0.5914589,-3.2394646,0.0011975,0.006683
vnz_19430,132.26602,1.0500126,0.3685531,2.8490132,0.0043855,0.0197348
vnz_19435,109.86648,1.7338271,0.3545267,4.8905406,1.01E-06,1.08E-05
vnz_19440,3.0502798,1.6501983,1.5510434,1.0639279,0.2873614,NA
vnz_19445,3.5956292,0.6343047,1.5405353,0.411743,0.6805278,NA
vnz_19450,26.995055,-1.2236087,0.5142527,-2.3793918,0.0173412,0.0616609
vnz_19455,18.667681,-1.5392894,0.6045598,-2.5461325,0.0108924,0.0421384
vnz_19460,9.2369973,-0.2557753,1.0034408,-0.2548983,0.7988017,0.8974106
vnz_19470,9.293846,0.3708326,0.8402195,0.4413521,0.6589581,0.8070228
vnz_19475,3.4200804,-2.4408837,1.5021886,-1.6248849,0.1041871,NA
vnz_19480,6.2603896,1.3381292,1.1548316,1.1587223,0.2465694,0.4488076
vnz_19485,31.338391,2.9562212,0.6783437,4.357999,1.31E-05,0.000116
vnz_19490,8.7455761,-1.0511422,0.9771975,-1.0756701,0.2820748,0.4875062
vnz_19495,281.02658,1.1037442,0.441546,2.4997262,0.0124289,0.0470751
vnz_19500,298.5828,1.1598568,0.2965405,3.9112931,9.18E-05,0.0006781
vnz_19505,216.60848,0.9451014,0.3661973,2.5808529,0.0098557,0.0388671
vnz_19510,26.924492,-0.6821876,0.5588039,-1.2207997,0.2221619,0.4166015
vnz_19515,51.23495,-0.0827124,0.4200768,-0.1968982,0.8439072,0.9261771
vnz_19520,13.975173,-0.868467,0.7971273,-1.089496,0.2759352,0.4802114
vnz_19525,93.559143,0.5468346,0.4009485,1.3638525,0.172614,0.347095
vnz_19530,18.528899,-0.2697048,0.6245029,-0.4318711,0.6658351,0.8110425
vnz_19535,6.6669563,-0.5360259,1.1395263,-0.4703936,0.6380738,0.7969187
vnz_19540,10.964818,-0.3411951,0.7919669,-0.43082,0.6665993,0.8112141
vnz_19545,3.224665,-1.4707363,1.4420587,-1.0198866,0.3077823,NA
vnz_19555,255.17532,-0.6358998,0.3732546,-1.7036622,0.0884442,0.2133877
vnz_19560,6.5598696,0.7963421,0.9847234,0.8086963,0.4186899,0.626979
vnz_19565,10.950914,-2.6028014,0.975051,-2.6694004,0.0075987,0.0312545
vnz_19570,5.8956796,1.819048,1.1221818,1.6209922,0.1050193,0.242069
vnz_19575,513.00535,-4.0104312,0.9556583,-4.1965118,2.71E-05,0.000225
vnz_19580,360.28496,-3.4139437,0.6605088,-5.1686572,2.36E-07,2.77E-06
vnz_19585,233.33577,-3.4325666,0.6367919,-5.3904053,7.03E-08,9.26E-07
vnz_19590,228.55548,-0.7680196,0.3203311,-2.3975803,0.0165038,0.0593971
vnz_19595,1463.742,0.1152795,0.3684896,0.3128432,0.7543998,0.8695943
vnz_19600,15.248633,1.4303067,0.6746875,2.1199543,0.0340099,0.1040933
vnz_19605,27.132003,1.4523295,0.5963663,2.4352977,0.0148795,0.0545779
vnz_19610,260.90241,-0.8703153,0.3078853,-2.8267513,0.0047023,0.020943
vnz_19615,163.43847,-0.385457,0.4039786,-0.954152,0.3400067,0.5479234
vnz_19620,159.28309,3.4333683,0.4060783,8.4549409,2.79E-17,1.28E-15
vnz_19625,50.598884,1.6097789,0.4661799,3.4531285,0.0005541,0.0034048
vnz_19630,134.85691,3.0618954,0.4698145,6.5172428,7.16E-11,1.50E-09
vnz_19635,226.69999,0.5703291,0.3521658,1.6194902,0.1053418,0.2426405
vnz_19640,0.8970735,0.5281215,1.7802083,0.2966628,7.67E-01,NA
vnz_19645,49.049599,-0.0377496,0.4242579,-0.088978,0.9290994,0.9841463
vnz_19650,19.634495,0.0546133,0.6492245,0.0841208,0.9329604,0.9866363
vnz_19655,2.0409209,2.4372773,1.6083881,1.515354,0.1296828,NA
vnz_19660,1.3031236,0.8121985,1.7719209,0.4583718,0.6466854,NA
vnz_19665,3.9214144,3.1401734,1.4982215,2.0959339,0.0360881,NA
vnz_19670,0.6179583,0,1.7901102,0,1,NA
vnz_19675,1.2822175,0.6821523,1.8099655,0.3768869,0.7062577,NA
vnz_19680,0.9216814,0,1.8069508,0,1,NA
vnz_19685,2.2969275,2.372524,1.6018032,1.4811582,0.1385644,NA
vnz_19690,1.832019,1.262333,1.6742323,0.7539772,0.4508629,NA
vnz_19695,21.077084,0.7332745,1.1417813,0.6422198,0.5207305,0.7142482
vnz_19700,1.6472972,0,1.7570592,0,1,NA
vnz_19705,0.7893841,0,1.7739343,0,1,NA
vnz_19710,0.1691451,0,1.6746897,0,1,NA
vnz_19715,0.7483383,0,1.7680428,0,1,NA
vnz_19720,0.7674473,0,1.7646129,0,1,NA
vnz_19725,2.1702221,-0.6761276,1.6807703,-0.4022725,6.87E-01,NA
vnz_19730,2.1528565,0.8875879,1.7222581,0.5153629,0.6062995,NA
vnz_19735,40.857056,0.0710228,0.4588064,0.154799,0.8769798,0.9465601
vnz_19740,3.4652438,-1.0229618,1.6435649,-0.6224043,5.34E-01,NA
vnz_19745,0.1691451,0,1.6746897,0,1,NA
vnz_19750,4.4773594,0.9525597,1.6341039,0.5829248,0.5599439,0.7386084
vnz_19755,0.5478715,0,1.6746897,0,1,NA
vnz_19760,1.1176269,0,1.8090839,0,1,NA
vnz_19765,0.4021525,0,1.6746897,0,1,NA
vnz_19770,0.1005381,0,1.6746897,0,1,NA
vnz_19775,3.588023,0.9816208,1.6457027,0.5964751,0.5508579,NA
vnz_19780,5.4303898,-0.0100528,1.1934063,-0.0084237,0.993279,1
vnz_19785,0.8584218,-0.619738,1.7582186,-0.3524806,0.7244779,NA
vnz_19790,22.631872,0.3904956,0.6065807,0.6437653,0.5197277,0.7133237
vnz_19795,8.4631749,-0.4644135,0.8312923,-0.5586645,0.5763907,0.7511665
vnz_19800,7.7647288,-0.6500018,0.8119373,-0.8005566,0.4233884,0.631878
vnz_19805,19.704005,-0.745367,0.573767,-1.2990761,0.1939178,0.3764389
vnz_19810,25.097958,-0.0589049,0.6118809,-0.0962686,0.9233072,0.9800914
vnz_19815,35.435413,-0.0654329,0.5096236,-0.1283946,0.8978367,0.960892
vnz_19820,109.12174,1.4542251,0.4200517,3.4620145,0.0005361,0.0033131
vnz_19825,64.962542,-0.6439906,0.4113527,-1.5655435,0.1174555,0.2620998
vnz_19830,15.769515,-0.1735773,0.6165714,-0.2815202,0.7783114,0.8854867
vnz_19835,30.123448,0.1865554,0.5234332,0.3564073,0.7215356,0.8496258
vnz_19840,12.919144,0.4449399,0.7028077,0.6330891,0.5266755,0.719292
vnz_19845,7.9378548,0.1813858,0.8061018,0.2250161,0.8219668,0.9105444
vnz_19850,39.580206,-1.5240049,0.4604654,-3.3097056,0.0009339,0.0053971
vnz_19855,6.4828981,-0.5396762,1.142053,-0.4725491,0.6365349,0.7962273
vnz_19860,8.8845832,-0.4210232,1.2600195,-0.3341402,0.7382737,0.8595318
vnz_19865,7.6953243,0.5515651,0.903692,0.6103463,0.5416324,0.7265725
vnz_19870,13.978931,-1.3366957,0.7310338,-1.8285006,0.0674745,0.1761156
vnz_19875,99.433878,2.2491803,0.3917853,5.7408497,9.42E-09,1.41E-07
vnz_19880,14.517011,0.8136727,0.8590058,0.947226,0.3435236,0.5519279
vnz_19885,12.085506,-0.4473141,0.8688293,-0.514847,0.60666,0.7753951
vnz_19890,1.9944112,0,1.7207126,0,1,NA
vnz_19895,24.292452,-0.9363526,0.5653019,-1.656376,0.0976457,0.2297743
vnz_19900,9.1482322,-0.3396668,0.777619,-0.4368036,0.6622538,0.8094075
vnz_19905,185.08224,-0.6741081,0.3287531,-2.0504999,0.0403157,0.1189724
vnz_19910,22.628699,1.9314355,0.6014907,3.211081,0.0013224,0.0072736
vnz_19915,21.821747,-1.3134714,0.5972626,-2.1991521,0.0278671,0.0891063
vnz_19920,353.89529,-0.5756314,0.3217999,-1.7887869,0.0736491,0.1876235
vnz_19925,179.89312,-0.2082516,0.3690922,-0.5642264,0.5726001,0.7483247
vnz_19930,10.527036,-1.4531354,0.7471792,-1.9448285,0.0517956,0.1443401
vnz_19935,21.872994,0.2262474,0.6071761,0.3726224,0.7094295,0.8387097
vnz_19940,17.483789,0.345553,0.651528,0.5303732,0.5958532,0.7657944
vnz_19945,11.976151,1.852692,0.7624141,2.4300337,0.0150974,0.0551804
vnz_19950,16.557599,-1.2591837,0.715009,-1.7610738,0.0782259,0.196077
vnz_19955,64.705123,-0.7359459,0.3908734,-1.8828239,0.0597242,0.1609882
vnz_19960,20.799549,0.7109608,0.6913862,1.0283121,0.303803,0.5087546
vnz_19965,162.85738,-1.5247156,0.4085557,-3.731965,0.00019,0.0013138
vnz_19970,198.61383,6.189243,0.5782568,10.703277,9.82E-27,1.36E-24
vnz_19975,83.502432,-1.8087496,0.4420739,-4.0915098,4.29E-05,0.0003418
vnz_19980,372.06083,-1.4858826,0.30175,-4.9242168,8.47E-07,9.19E-06
vnz_19985,78.88124,-1.2850164,0.450303,-2.8536703,0.0043217,0.0194747
vnz_19990,266.89085,-2.8902411,0.4477135,-6.4555596,1.08E-10,2.20E-09
vnz_19995,5372.3913,-1.1047855,0.3348623,-3.2992229,0.0009695,0.0055632
vnz_20000,193.59888,-0.5144181,0.5050691,-1.0185104,0.3084355,0.5135592
vnz_20005,17.908887,-3.3212581,0.7252622,-4.5793892,4.66E-06,4.48E-05
vnz_20010,9.7834931,-0.6533602,1.3331326,-0.490094,0.6240674,0.7880418
vnz_20015,12.949549,1.2092271,0.6560822,1.8431031,0.065314,0.1715777
vnz_20020,10.168463,2.5817154,0.8522529,3.0292831,0.0024513,0.0122794
vnz_20025,8.5837208,0.9795973,0.8318051,1.1776765,0.2389256,0.4395355
vnz_20030,17.209584,1.1912926,0.5923654,2.0110771,0.0443173,0.1283368
vnz_20035,7.8919752,1.5926902,1.5188823,1.0485936,0.2943652,0.5006363
vnz_20040,37.008879,0.2399108,0.5941404,0.4037949,0.6863636,0.8214397
vnz_20045,18.712331,0.555851,0.713913,0.7785977,0.4362167,0.6441481
vnz_20050,67.719106,0.1416547,0.6333228,0.2236691,0.8230148,0.9110339
vnz_20055,124.51098,-1.3166514,0.5463521,-2.4098953,0.0159571,0.0576846
vnz_20060,21.320449,-1.9814681,0.8674528,-2.2842374,0.0223576,0.0749515
vnz_20065,29.431905,0.3850909,0.5139834,0.7492282,0.4537197,0.6613696
vnz_20070,22.366542,0.2940246,0.7388729,0.3979367,0.6906768,0.8240253
vnz_20075,39.9823,-2.4887232,0.5601026,-4.4433347,8.86E-06,8.00E-05
vnz_20080,9.7577063,-0.4990751,0.743622,-0.6711409,0.5021308,0.7011513
vnz_20085,13.872844,0.1596632,0.67499,0.2365416,0.8130124,0.9050936
vnz_20090,16.856377,0.9505684,0.6959727,1.3658129,0.1719977,0.3463909
vnz_20095,5.97807,-0.8255175,1.333147,-0.6192247,0.5357684,0.7240384
vnz_20100,5.8888395,0,1.6504619,0,1,1
vnz_20105,1.891255,0.3619968,1.5470155,0.2339969,0.8149874,NA
vnz_20110,3.9882755,1.3860054,1.4005753,0.9895972,0.322371,0.5284053
vnz_20115,4.7663738,1.4143525,1.4265261,0.9914663,0.3214579,0.5279025
vnz_20120,2.753331,1.1149555,1.3880468,0.803255,0.4218274,NA
vnz_20125,4.6494114,0.6078862,1.4420762,0.4215354,0.6733642,0.8148893
vnz_20130,0.6950095,1.3770496,1.7891802,0.7696539,0.4415052,NA
vnz_20135,0.6073388,0,1.782187,0,1,NA
vnz_20140,4.1887845,0.6055889,1.2464949,0.4858335,0.6270852,0.7900181
vnz_20145,4.7412108,2.9610926,1.4333499,2.0658547,0.0388422,0.1153039
vnz_20150,16.767942,2.54737,1.3461478,1.8923404,0.0584456,0.1579999
vnz_20155,2.928247,0.6665753,1.5582668,0.4277671,0.6688207,NA
vnz_20160,4.9228846,-0.0045011,1.236231,-0.003641,0.9970949,1
vnz_20165,3.3228052,-1.0203682,1.6061763,-0.6352779,0.5252472,NA
vnz_20170,12.94522,-0.4898251,1.2391618,-0.3952875,0.6926307,0.8254484
vnz_20175,5.0447313,0.4435984,1.324764,0.3348509,0.7377376,0.8592193
vnz_20180,71.636689,3.0585287,0.5924683,5.1623501,2.44E-07,2.86E-06
vnz_20185,5.3190693,-0.2954086,1.1087813,-0.2664264,0.7899108,0.8916438
vnz_20190,14.755144,-0.5725189,0.7718981,-0.7417027,0.4582675,0.6647228
vnz_20195,8.278987,-0.9682134,0.7708151,-1.2560903,0.2090832,0.3975758
vnz_20200,4.7309842,0.1332231,1.0698878,0.1245206,0.9009031,0.9629959
vnz_20205,5.1056621,1.245658,1.0736465,1.1602124,0.2459623,0.4481873
vnz_20210,14.425082,1.3075243,0.6964865,1.8773147,0.060475,0.1622429
vnz_20215,10.057428,-1.2221041,0.819042,-1.492114,0.1356693,0.291762
vnz_20220,6.2925741,1.082532,0.9454636,1.1449749,0.2522196,0.4560135
vnz_20225,9.5932315,-1.1114316,0.8174487,-1.3596346,0.1739456,0.34891
vnz_20230,5.6168566,-0.1441445,1.1216809,-0.1285076,0.8977473,0.960892
vnz_20235,22.844016,4.8497467,1.0671394,4.5446236,5.50E-06,5.19E-05
vnz_20240,18.275474,3.2167476,0.8228908,3.9090818,9.26E-05,0.0006835
vnz_20245,6.9638405,1.3107754,1.0388354,1.2617739,0.2070301,0.3950572
vnz_20250,5.9595283,-0.436053,1.0617766,-0.4106824,0.6813054,0.819607
vnz_20255,1.0595236,-0.568793,1.7840608,-0.3188193,7.50E-01,NA
vnz_20260,7.6095511,-1.6849638,1.4793048,-1.1390241,0.2546931,0.4590826
vnz_20265,4.4935763,-0.0048001,1.2772966,-0.0037581,0.9970015,1
vnz_20270,7.9326998,0.7722262,1.2500248,0.6177687,0.5367278,0.7244322
vnz_20275,2.9316681,-0.6982021,1.5704989,-0.4445735,0.656628,NA
vnz_20280,6.7388363,0.3682191,0.9877576,0.3727829,0.7093101,0.8387097
vnz_20285,13.173564,1.5872935,0.833781,1.9037296,0.0569454,0.154802
vnz_20290,7.4611327,-2.0654841,1.4569221,-1.4177039,0.1562772,0.3236929
vnz_20295,2.4345434,1.1943397,1.4278111,0.836483,0.4028833,NA
vnz_20300,26.642724,-1.2236584,0.5293802,-2.3114927,0.0208057,0.0708808
vnz_20305,118.04747,-0.3304701,0.3207849,-1.0301921,0.3029198,0.5080153
vnz_20310,27.698322,0.016009,0.6295662,0.0254286,0.9797131,1
vnz_20315,28.979391,-0.5861305,0.6552003,-0.8945821,0.3710105,0.57991
vnz_20320,51.686338,-0.5210302,0.4330004,-1.2033018,0.2288596,0.4262132
vnz_20325,10.573499,-1.1232888,0.8240826,-1.363078,0.1728579,0.347309
vnz_20330,9.2371275,-1.0706158,0.7843697,-1.3649377,0.1722726,0.3465156
vnz_20335,1.4855019,-1.8529367,1.7441177,-1.062392,0.2880578,NA
vnz_20340,11.554338,1.0077433,0.9317805,1.0815244,0.2794639,0.4843126
vnz_20345,4.0292743,-0.747802,1.0888402,-0.6867876,0.4922166,0.6917609
vnz_20350,4.7890397,-0.6065917,1.125481,-0.5389621,0.589913,0.7616198
vnz_20355,50.11385,1.3824951,0.5305613,2.6057218,0.0091681,0.0364873
vnz_20360,25.453942,1.6682342,0.5891963,2.8313725,0.0046349,0.0206853
vnz_20365,26.242051,0.0127521,0.5218823,0.0244349,0.9805057,1
vnz_20375,50.517783,1.7676363,0.4209061,4.1995977,2.67E-05,0.0002225
vnz_20380,9.4633448,1.9212114,1.002375,1.9166594,0.0552812,0.1515273
vnz_20385,148.12629,0.8476675,0.3530009,2.4013182,0.0163361,0.0588589
vnz_20390,385.45358,1.1556446,0.3852429,2.9997815,0.0027017,0.0132436
vnz_20395,126.04455,-0.1641804,0.41952,-0.3913529,0.6955364,0.8278499
vnz_20400,29.156259,-0.15245,0.5153909,-0.295795,0.7673866,0.8779633
vnz_20405,15.283742,-0.9789625,0.6242748,-1.5681596,0.1168439,0.2610931
vnz_20410,15.985673,-0.9331152,0.5886603,-1.5851504,0.1129322,0.2547139
vnz_20415,17.6232,-1.6040628,0.6475235,-2.4772271,0.0132408,0.0497159
vnz_20420,16.741485,-1.048576,0.5894232,-1.7789867,0.0752419,0.1902835
vnz_20425,34.054082,-0.1895547,0.5767525,-0.3286587,0.7424137,0.862452
vnz_20430,171.81378,-1.7295078,0.4358872,-3.9677878,7.25E-05,0.0005514
vnz_20435,33.350602,-1.3806057,0.4749146,-2.9070611,0.0036484,0.0169672
vnz_20440,48.039941,-1.8362047,0.5637407,-3.2571794,0.0011253,0.0063449
vnz_20445,109.65344,-1.1959811,0.2929609,-4.0823916,4.46E-05,0.0003546
vnz_20450,288.35075,0.2956938,0.4459462,0.6630706,0.5072854,0.7050205
vnz_20455,70.93645,0.1046497,0.3667819,0.2853186,0.7754001,0.883785
vnz_20460,80.37947,0.3491316,0.3389797,1.0299483,0.3030343,0.5080763
vnz_20465,19.468903,0.1973198,0.5466423,0.3609669,0.7181242,0.8466813
vnz_20470,7.5730131,4.63737,1.3300039,3.4867342,0.000489,0.0030446
vnz_20475,183.81104,0.5622705,0.42031,1.3377519,0.1809773,0.358683
vnz_20480,41.946627,-1.1063949,0.4161963,-2.6583486,0.0078525,0.0321358
vnz_20485,30.983601,-3.2098591,0.7181906,-4.4693696,7.85E-06,7.15E-05
vnz_20490,111.68264,0.0260189,0.6058358,0.0429471,0.9657437,1
vnz_20495,34.408767,0.3405949,0.4793132,0.7105895,0.4773387,0.6790649
vnz_20500,44.91562,0.8630132,0.4070815,2.1200008,0.034006,0.1040933
vnz_20505,16.929206,-0.9488205,0.6255626,-1.5167474,0.1293305,0.2824953
vnz_20510,22.271883,0.3061099,0.7542488,0.4058474,0.6848548,0.8214397
vnz_20515,99.481612,1.3028579,0.4082267,3.1915057,0.0014153,0.0077132
vnz_20525,9.1831269,-0.3150328,0.7895927,-0.3989813,0.689907,0.8234088
vnz_20530,2.4570262,1.0254878,1.459917,0.7024288,0.4824118,NA
vnz_20535,10.095388,-0.2504281,0.8253733,-0.3034119,0.761576,0.8743075
vnz_20540,14.698453,2.3186548,0.7126677,3.2534866,0.00114,0.0064168
vnz_20545,29.416588,-0.3301781,0.4910498,-0.6723924,0.5013339,0.7007905
vnz_20550,414.67332,-1.7818766,0.2692351,-6.6182928,3.63E-11,7.96E-10
vnz_20555,93.985797,-0.1044143,0.4529163,-0.2305378,0.8176739,0.9081079
vnz_20560,127.75801,1.2610491,0.5455515,2.3115126,0.0208046,0.0708808
vnz_20565,18.90044,-0.7739731,0.632051,-1.2245421,0.2207478,0.4143501
vnz_20570,4.4064842,0.2769553,1.2790864,0.2165259,0.8285779,0.9153746
vnz_20575,48.653049,-0.7519278,0.5621721,-1.3375404,0.1810463,0.358683
vnz_20580,6.698384,-0.1915731,1.0200526,-0.1878071,0.8510279,0.9305392
vnz_20585,26.512873,0.7534564,0.5976064,1.2607904,0.2073844,0.3954423
vnz_20590,6.7050261,0.9358965,0.9493625,0.9858157,0.3242235,0.5302143
vnz_20595,5.8782712,-0.0190522,0.9010468,-0.0211445,0.9831304,1
vnz_20600,24.279249,-0.7657228,0.5349119,-1.4314932,0.1522889,0.3178139
vnz_20605,9.3580873,-2.5421407,1.4116964,-1.8007701,0.0717391,0.18429
vnz_20610,11.486192,-1.2166145,0.7811317,-1.5575024,0.1193513,0.2654895
vnz_20615,0.8832643,0,1.7802068,0,1,NA
vnz_20620,5.6460475,-2.1122281,1.0881544,-1.9411106,0.0522449,0.1451934
vnz_20625,14.16437,-0.6233199,0.6813879,-0.9147798,0.3603072,0.5685687
vnz_20630,23.922796,-7.679948,1.2202033,-6.2939906,3.09E-10,5.79E-09
vnz_20635,27.988423,-8.2012752,1.2255683,-6.6918142,2.20E-11,5.10E-10
vnz_20640,42.231183,-7.4082005,0.935808,-7.9163684,2.45E-15,8.96E-14
vnz_20645,36.81027,-1.8456228,0.525971,-3.5089817,0.0004498,0.0028253
vnz_20650,30.37999,-1.3909785,0.7256933,-1.916758,0.0552687,0.1515273
vnz_20655,12.776116,-1.7187736,0.6904913,-2.4892038,0.012803,0.048239
vnz_20660,15.833161,-1.8931039,0.7051372,-2.6847313,0.0072588,0.0302195
vnz_20665,1.1047451,-1.416661,1.7757538,-0.7977801,0.4249981,NA
vnz_20670,9.6863197,-2.9755998,0.8936138,-3.3298499,0.0008689,0.0050664
vnz_20675,5.9639015,-0.8737085,1.151553,-0.7587219,0.448019,0.6564421
vnz_20680,20.628472,-0.9057008,0.6526993,-1.3876234,0.1652518,0.3374136
vnz_20685,36.903971,-0.2590735,0.4548088,-0.5696316,0.5689276,0.7457032
vnz_20695,11.633361,0.6024517,0.9106927,0.6615313,0.5082716,0.7058987
vnz_20700,12.776261,1.6855872,0.9104651,1.8513474,0.0641196,0.1693288
vnz_20705,14.716355,3.0647959,0.9777228,3.1346267,0.0017207,0.0091777
vnz_20710,13.54747,2.8156309,1.016081,2.7710694,0.0055873,0.0241891
vnz_20715,17.262718,1.2860898,0.703188,1.8289416,0.0674084,0.1760137
vnz_20720,1.8732083,-0.6608673,1.6393473,-0.4031283,0.6868538,NA
vnz_20725,11.977262,0.3257077,0.9180432,0.3547847,0.7227509,0.8504412
vnz_20730,14.37753,1.414844,0.782375,1.8083962,0.0705449,0.1820686
vnz_20735,13.240011,-0.347646,0.8020947,-0.4334226,0.6647078,0.810276
vnz_20740,7.4757087,-1.0258922,0.8928664,-1.1489874,0.2505612,0.4536454
vnz_20750,30.95468,-2.6234643,0.5370319,-4.8851177,1.03E-06,1.10E-05
vnz_20755,182.54634,-0.7884817,0.3299853,-2.3894449,0.0168739,0.0603287
vnz_20760,22.732352,-0.866424,0.533484,-1.6240861,0.1043574,0.2410557
vnz_20765,112.60673,-0.5818392,0.4933111,-1.179457,0.2382163,0.4384931
vnz_20770,12.64824,0.6070363,0.7070365,0.8585643,0.390581,0.5997299
vnz_20775,496.55857,-0.4448559,0.4019569,-1.1067253,0.2684127,0.473338
vnz_20780,89.354791,-0.2152621,0.4064664,-0.5295937,0.5963936,0.7662294
vnz_20785,105.75613,-1.593873,0.3382684,-4.7118596,2.45E-06,2.46E-05
vnz_20790,2.6912806,-0.8021519,1.2255667,-0.6545151,0.51278,NA
vnz_20795,3.6951115,0.9456427,1.642294,0.575806,0.5647463,NA
vnz_20800,8.6651651,1.3124621,0.8318158,1.5778278,0.1146052,0.2571503
vnz_20805,4.0889895,-0.0236227,1.37163,-0.0172223,0.9862592,1
vnz_20810,13.200283,0.216111,0.6762585,0.3195686,0.7492953,0.8674017
vnz_20820,4.6488449,-0.4949063,1.1297952,-0.4380496,0.6613504,0.8086071
vnz_20825,5.109035,0.7150829,1.0948585,0.6531282,0.5136737,0.7093537
vnz_20830,47.047784,-0.2209241,0.4765119,-0.4636278,0.6429145,0.7997497
vnz_20835,38.025457,-0.5476155,0.5177704,-1.0576417,0.2902188,0.4959175
vnz_20840,22.175322,3.0262463,0.6997855,4.3245342,1.53E-05,0.0001333
vnz_20845,90.167737,-1.0133976,0.3658421,-2.7700408,0.0056049,0.0242334
vnz_20850,63.406188,0.0629263,0.3630519,0.1733259,0.8623953,0.9377684
vnz_20855,292.51049,-5.7192802,1.0861866,-5.2654674,1.40E-07,1.74E-06
vnz_20860,38.739306,-2.6083989,0.5414737,-4.8172221,1.46E-06,1.52E-05
vnz_20865,88.357479,-1.0282518,0.3836457,-2.6802124,0.0073575,0.0304835
vnz_20870,243.37846,-0.464819,0.4774401,-0.973565,0.3302726,0.5378087
vnz_20875,472.26849,-0.4428774,0.4708269,-0.9406373,0.3468907,0.5556913
vnz_20880,48.213132,-1.952236,0.4739239,-4.1193025,3.80E-05,0.0003064
vnz_20885,9.0690025,-0.6503817,1.3649784,-0.4764777,0.6337341,0.7947019
vnz_20890,8.4154804,0.3036839,1.1212014,0.2708558,0.786502,0.8903972
vnz_20895,4.151412,-0.669257,1.4530916,-0.4605746,0.6451039,0.8002602
vnz_20900,6.2114231,-1.4260253,1.325227,-1.0760611,0.2818999,0.4873334
vnz_20905,442.52744,1.8418223,0.4068617,4.5269001,5.99E-06,5.57E-05
vnz_20910,4.5107441,-0.0464361,1.5083925,-0.0307852,0.9754409,1
vnz_20915,11.785133,0.9735143,1.0100234,0.9638532,0.3351195,0.5443392
vnz_20920,9.8345182,-1.0714136,1.0430932,-1.0271504,0.3043497,0.5093766
vnz_20925,90.563392,-3.0337568,0.5124126,-5.9205351,3.21E-09,5.08E-08
vnz_20930,15.076643,0.4896102,0.6998488,0.6995943,0.4841807,0.6853521
vnz_20935,10.191196,0.8225895,0.8268212,0.9948819,0.3197937,0.5264098
vnz_20940,8.8212471,0.3176759,0.9662518,0.3287713,0.7423286,0.862452
vnz_20945,10.941009,-1.2049791,0.9421418,-1.2789785,0.2009046,0.3864281
vnz_20950,5.8990699,0,1.6346615,0,1,1
vnz_20955,12.688225,0.3632392,1.2009197,0.3024676,0.7622957,0.8746707
vnz_20960,27.893764,-2.3115302,0.6775164,-3.4117704,0.0006454,0.0039031
vnz_20965,14.751403,-0.3406782,0.7066922,-0.4820744,0.6297531,0.7918461
vnz_20970,1.9717189,-0.9632372,1.6744756,-0.5752471,5.65E-01,NA
vnz_20975,1.5968127,0,1.752096,0,1,NA
vnz_20980,9.7397908,-0.7832145,0.9482293,-0.8259758,0.4088178,0.6180921
vnz_20985,8.2447574,-1.8226194,0.903348,-2.0176272,0.0436301,0.1267982
