gene ID,Base Mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj
vnz_04665,666.35161,-0.6382788,0.4128275,-1.546115,0.1220768,0.2700965
vnz_04670,107.60576,0.4764141,0.3771908,1.2630586,0.2065681,0.394529
vnz_04675,259.94193,0.4759465,0.3990575,1.1926764,0.2329961,0.4318159
vnz_04680,50.548003,-0.8479257,0.453612,-1.8692752,0.0615845,0.1642338
vnz_04685,22.700951,-0.6568633,0.6097994,-1.0771794,0.2814001,0.4865986
vnz_04690,77.513001,-0.8323057,0.4924909,-1.689992,0.0910295,0.2177424
vnz_04695,1629.7685,-0.1761118,0.3686508,-0.4777198,0.6328497,0.7938588
vnz_04700,164.80909,-1.0236016,0.404934,-2.5278233,0.0114772,0.0440863
vnz_04705,0,NA,NA,NA,NA,NA
vnz_04710,0,NA,NA,NA,NA,NA
vnz_04715,0,NA,NA,NA,NA,NA
vnz_04720,191.78055,3.2005536,0.3738363,8.5613763,1.12E-17,5.71E-16
vnz_04725,719.00742,2.7359072,0.4111945,6.65356,2.86E-11,6.44E-10
vnz_04730,1.9742678,0.3939096,1.4937292,0.2637089,0.7920043,NA
vnz_04735,5.1899784,-0.357433,1.1565812,-0.3090427,0.757289,0.8713845
vnz_04740,16.724851,0.4940177,0.6199347,0.7968866,0.4255169,0.6339097
vnz_04745,6.4050158,0.4092043,0.9841188,0.4158078,0.6775506,0.8179979
vnz_04750,4.969107,-1.0699843,1.1228886,-0.9528855,0.3406481,0.5485269
vnz_04755,8.3680692,-0.2720179,1.038089,-0.2620372,0.7932928,0.8929175
vnz_04760,82.308985,0.831932,0.3949152,2.1066092,0.0351515,0.1065846
vnz_04765,135.1011,-1.6030774,0.5725449,-2.7999158,0.0051116,0.0224132
vnz_04770,12.549394,-0.3116268,0.7367834,-0.4229558,0.6723275,0.8147297
vnz_04775,21.108675,0.419314,0.6223132,0.673799,0.5004391,0.6999908
vnz_04780,6.299333,0.6921675,1.1129827,0.6219032,0.5340055,0.7229799
vnz_04785,11.1546,0.8632336,0.9930031,0.8693161,0.3846743,0.5935678
vnz_04790,19.148156,-1.2841829,0.6063612,-2.1178514,0.0341877,0.104539
vnz_04795,18.465485,-0.8105896,0.5785199,-1.4011439,0.161171,0.3306242
vnz_04800,43.072226,-0.7194254,0.4532969,-1.5870952,0.1124911,0.253807
vnz_04805,100.56427,-0.3421207,0.3699279,-0.9248308,0.3550539,0.5640468
vnz_04810,163.81364,-0.5437916,0.3827909,-1.4205971,0.1554339,0.3227213
vnz_04815,87.190444,-0.4456347,0.4073747,-1.0939184,0.2739908,0.4788195
vnz_04820,17.872478,0.3067519,0.6053455,0.5067386,0.6123383,0.780048
vnz_04825,8.2260145,0.9295728,1.1124579,0.8356027,0.4033785,0.6126946
vnz_04830,25.130018,-0.1874092,0.5286886,-0.3544795,0.7229796,0.8505565
vnz_04835,7.5314069,0.7975143,0.9175874,0.8691427,0.3847691,0.5935734
vnz_04840,8.2835418,1.2870273,0.9605759,1.3398497,0.1802942,0.3577842
vnz_04845,4.4541381,0.3600992,1.1211718,0.3211811,0.7480731,0.8662951
vnz_04850,5.080838,0.7047437,1.3923006,0.506172,0.6127359,0.780249
vnz_04855,35.165485,-1.6048374,1.1371036,-1.4113379,0.158145,0.3262681
vnz_04860,29.393394,0,1.5735003,0,1,1
vnz_04865,73.868755,-0.871065,1.4348146,-0.6070923,0.5437896,0.7279241
vnz_04870,68.82075,-0.5762382,1.2322861,-0.4676172,0.6400584,0.7980337
vnz_04875,104.185,1.3909772,0.3545538,3.9231763,8.74E-05,0.0006484
vnz_04880,23.672387,0.8575842,0.5522827,1.5527993,0.1204711,0.2674532
vnz_04885,346.85742,8.814712,0.8815364,9.9992601,1.54E-23,1.51E-21
vnz_04890,270.60834,6.2901876,0.5116541,12.293828,9.78E-35,3.03E-32
vnz_04895,48.742889,-0.0700456,0.4248392,-0.1648755,0.869042,0.9413778
vnz_04900,13.987804,-0.2777393,1.1405283,-0.2435181,0.807604,0.9023327
vnz_04905,51.446585,-0.031033,0.5060628,-0.0613225,0.9511024,0.9996484
vnz_04910,94.21258,0.0376437,0.3711861,0.1014146,0.9192213,0.9765507
vnz_04915,827.83358,0.4126576,0.329653,1.2517938,0.210645,0.399769
vnz_04920,58.701916,-0.3034289,0.4184354,-0.7251512,0.4683593,0.6724656
vnz_04925,145.91734,-0.3119763,0.3464786,-0.9004201,0.3678967,0.5764277
vnz_04930,52.22044,-0.7030547,0.4152126,-1.6932402,0.0904098,0.2166039
vnz_04935,23.238758,-0.7946397,0.5578099,-1.4245708,0.1542813,0.3210744
vnz_04940,204.36169,-1.8403685,0.361388,-5.0925005,3.53E-07,4.08E-06
vnz_04945,3.4211059,0,1.6921373,0,1,NA
vnz_04950,4.2559588,0.9205135,1.6568738,0.5555725,0.5785031,0.7527134
vnz_04955,12.201483,4.1499944,1.2728627,3.260363,0.0011127,0.0062905
vnz_04960,55.433609,1.9397209,0.6495546,2.9862324,0.0028244,0.0137459
vnz_04965,20.653185,-1.4855248,0.6628728,-2.2410406,0.0250234,0.0819052
vnz_04970,16.729356,-1.9060927,0.834088,-2.2852418,0.0222987,0.0748141
vnz_04975,3.7039522,-0.8003986,1.1842122,-0.6758912,0.4991097,NA
vnz_04980,1.4359521,-0.4158682,1.5696534,-0.2649427,0.7910536,NA
vnz_04985,11.792762,-1.1135405,0.7255612,-1.53473,0.1248502,0.2751101
vnz_04990,33.927312,4.2975859,0.8002222,5.3704908,7.85E-08,1.03E-06
vnz_04995,12.82076,-0.7359542,0.8506533,-0.8651635,0.3869491,0.5959473
vnz_05000,46.956436,-0.5733025,0.4815278,-1.1905905,0.2338144,0.4325932
vnz_05005,58.904943,0.0840327,0.4460775,0.1883814,0.8505777,0.9302594
vnz_05015,23.337197,-0.9929824,0.6011383,-1.6518368,0.0985678,0.230959
vnz_05020,53.378469,-0.7915194,0.4575529,-1.729897,0.0836487,0.2057251
vnz_05025,24.4369,-1.0196904,0.5325682,-1.9146664,0.0555351,0.151954
vnz_05030,21.395431,0.6451312,0.6478504,0.9958028,0.319346,0.5258753
vnz_05035,33.929467,1.3983632,0.5637134,2.4806281,0.0131151,0.0492725
vnz_05040,17.697056,1.4389893,0.7302692,1.9704914,0.0487821,0.1384926
vnz_05045,15.852095,1.6261164,0.7245688,2.2442541,0.0248161,0.0813902
vnz_05050,32.086311,0.9351121,0.7081688,1.320465,0.1866798,0.3655509
vnz_05055,17.553425,2.1308783,1.0284111,2.0720103,0.0382645,0.1140572
vnz_05060,130.39181,1.8130965,0.9571512,1.8942635,0.05819,0.1575052
vnz_05065,99.714738,0.2886302,0.9759986,0.2957281,0.7674377,0.8779633
vnz_05070,1858.9915,1.6838691,0.499523,3.3709541,0.0007491,0.0044473
vnz_05075,21.854897,-0.6164745,0.6001895,-1.0271331,0.3043578,0.5093766
vnz_05080,23.185462,0.8910954,0.6310359,1.4121151,0.1579161,0.3258991
vnz_05085,19.373883,0.5469964,0.6116091,0.8943562,0.3711313,0.5799596
vnz_05090,174.35985,2.9738639,0.5593908,5.3162544,1.06E-07,1.35E-06
vnz_05095,22.636937,1.2765262,0.6230014,2.048994,0.0404627,0.1193521
vnz_05100,9.2733218,1.8522026,0.8960824,2.0670003,0.0387341,0.1150356
vnz_05105,4.4364218,-0.6478461,1.1389825,-0.5687937,0.5694961,0.7457032
vnz_05110,11.333163,-1.645361,0.7842404,-2.0980315,0.0359024,0.1083565
vnz_05115,18.460241,-0.4762779,0.5722048,-0.8323556,0.4052082,0.6146131
vnz_05120,21.006605,-0.7378097,0.6655054,-1.1086456,0.2675831,0.4728852
vnz_05125,601.86577,2.234783,0.3086949,7.2394554,4.50E-13,1.34E-11
vnz_05130,8.1929671,2.3822048,1.0985208,2.168557,0.0301163,0.0946243
vnz_05135,7.5052389,0.8072232,1.0877819,0.7420818,0.4580378,0.6646859
vnz_05140,208.53358,0.0861239,0.3769352,0.2284845,0.8192696,0.9086188
vnz_05145,64.193967,-0.1469792,0.4565443,-0.3219385,0.7474993,0.8660673
vnz_05150,2.1729541,-0.9948186,1.6623847,-0.5984286,0.549554,NA
vnz_05155,0.5920646,0,1.8058101,0,1,NA
vnz_05160,9.1564418,-0.4473903,1.2600881,-0.3550469,0.7225545,0.8503639
vnz_05165,8.6384423,0.379176,0.8566197,0.4426422,0.6580245,0.8060553
vnz_05170,7.7460405,1.3690968,0.9060485,1.5110635,0.1307723,0.2848795
vnz_05175,27.757992,1.1576511,0.6496714,1.7819025,0.0747651,0.1897413
vnz_05180,113.70004,-0.8174613,0.4213805,-1.9399601,0.0523845,0.1453587
vnz_05185,71.671855,-0.0163024,0.3649303,-0.0446726,0.9643683,1
vnz_05190,27.988763,5.0200159,0.8916427,5.630076,1.80E-08,2.57E-07
vnz_05195,43.408322,-0.853255,0.4642172,-1.8380512,0.0660549,0.1731745
vnz_05200,11.556044,-1.3465996,1.0293723,-1.3081755,0.1908138,0.3711884
vnz_05205,6.6140704,-0.464526,0.9335571,-0.4975871,0.6187751,0.7845615
vnz_05210,14.563595,-0.1995746,0.7391312,-0.2700124,0.7871507,0.8905049
vnz_05215,15.6436,0.5856436,0.6851234,0.8548002,0.3926618,0.6018964
vnz_05220,749.73181,-0.7575609,0.304419,-2.4885464,0.0128266,0.0483004
vnz_05225,95.271508,-0.5880047,0.3369519,-1.74507,0.0809727,0.2008728
vnz_05230,231.3235,-0.9314393,0.3157187,-2.9502185,0.0031755,0.0151933
vnz_05235,345.50885,-0.2749156,0.3055506,-0.8997383,0.3682595,0.5767184
vnz_05240,1510.0174,-0.1517313,0.340553,-0.4455439,0.6559267,0.8051528
vnz_05245,28.823404,-1.9088784,0.5944213,-3.2113225,0.0013213,0.0072736
vnz_05250,39.155568,-2.2682728,0.4976038,-4.5583916,5.15E-06,4.90E-05
vnz_05255,348.92973,-2.3101245,0.2931758,-7.8796557,3.28E-15,1.19E-13
vnz_05260,125.41162,-2.2748795,0.3608756,-6.3037778,2.90E-10,5.47E-09
vnz_05265,64.062862,-2.1229991,0.5272404,-4.0266242,5.66E-05,0.0004425
vnz_05270,91.859618,-2.5109989,0.4439313,-5.6562786,1.55E-08,2.23E-07
vnz_05275,46.345369,-2.5691702,0.5509241,-4.6633832,3.11E-06,3.08E-05
vnz_05280,73.544838,-0.9353528,0.4369113,-2.1408303,0.0322877,0.0996957
vnz_05285,378.35682,0.2973355,0.3580453,0.8304411,0.4062895,0.6153923
vnz_05290,191.26321,-0.7956728,0.4994117,-1.5932201,0.1111108,0.2517403
vnz_05295,455.09495,-1.0008348,0.3222408,-3.10586,0.0018973,0.0099796
vnz_05300,324.20029,-0.9725449,0.3694457,-2.6324436,0.0084773,0.0342195
vnz_05305,20.249713,-1.0172712,0.5825515,-1.7462339,0.0807703,0.2006501
vnz_05310,1.5233479,0,1.7654298,0,1,NA
vnz_05315,49.29616,-0.8140677,0.4373967,-1.8611657,0.0627208,0.1664845
vnz_05320,120.10372,-0.6176014,0.2995555,-2.0617264,0.0392338,0.1162013
vnz_05325,37.066452,-0.7179777,0.4448367,-1.6140254,0.1065219,0.2442042
vnz_05330,227.02122,-0.6468452,0.2896412,-2.2332638,0.0255316,0.0832832
vnz_05335,66.76642,1.0038256,0.4527844,2.2170057,0.0266227,0.086186
vnz_05340,190.57385,0.9390649,0.3614143,2.5983057,0.0093685,0.037126
vnz_05345,66.75744,-0.9946229,0.4718426,-2.1079547,0.0350349,0.1064793
vnz_05350,788.36423,-0.2511363,0.3570486,-0.7033672,0.481827,0.6829118
vnz_05355,29.531375,-0.688388,0.5104308,-1.3486413,0.1774522,0.353627
vnz_05360,70.251282,-0.2820147,0.4468867,-0.6310652,0.5279979,0.7201179
vnz_05365,183.48559,1.3946835,0.4636112,3.0083039,0.0026271,0.0129504
vnz_05370,1348.5264,-0.3719333,0.3972385,-0.9362972,0.3491202,0.5575757
vnz_05375,45.337901,-0.018433,0.4318003,-0.0426887,0.9659497,1
vnz_05380,48.086922,-0.5942264,0.4092947,-1.4518301,0.1465488,0.3084066
vnz_05385,117.21794,-0.8522404,0.326193,-2.6126877,0.0089833,0.035902
vnz_05390,70.779729,-0.6693803,0.3903343,-1.7148898,0.0863654,0.209929
vnz_05395,61.94949,-0.11007,0.3547766,-0.3102516,0.7563696,0.8706345
vnz_05400,627.79234,-0.2246916,0.3774385,-0.5953066,0.5516386,0.7330821
vnz_05405,313.47268,-0.7141644,0.3369143,-2.1197211,0.0340296,0.1041046
vnz_05410,62.035684,0.0603789,0.4594526,0.1314148,0.8954472,0.9591234
vnz_05415,266.89005,0.2436674,0.3056813,0.797129,0.4253761,0.6339097
vnz_05420,327.23322,0.2552758,0.2884236,0.8850728,0.3761174,0.584104
vnz_05425,205.09812,0.2185679,0.3620209,0.6037439,0.5460139,0.7298174
vnz_05430,26.459667,1.1968908,0.5106214,2.3439889,0.0190787,0.0666731
vnz_05435,11.271931,0.136413,0.77575,0.1758467,0.8604144,0.9362402
vnz_05440,20.636682,0.7121692,0.5381774,1.3232982,0.1857362,0.364471
vnz_05445,435.81269,-0.3678043,0.4128898,-0.890805,0.3730338,0.5811195
vnz_05450,59.689801,-1.8277267,0.5661763,-3.2281936,0.0012457,0.0069105
vnz_05455,143.81395,-1.9399195,0.4842509,-4.0060217,6.17E-05,0.0004789
vnz_05460,12.200591,-0.9629968,0.7078921,-1.3603724,0.1737121,0.3485491
vnz_05465,50.277311,-0.4917599,0.3889868,-1.264207,0.2061557,0.3943137
vnz_05470,66.608865,-0.1219972,0.3640765,-0.3350866,0.7375597,0.8592193
vnz_05475,106.20091,-0.9265528,0.3458624,-2.6789638,0.007385,0.0305496
vnz_05480,234.28194,-1.1731773,0.9631247,-1.2180949,0.2231879,0.4179234
vnz_05485,215.30688,-0.2098518,0.3551737,-0.5908427,0.5546258,0.7353008
vnz_05490,57.629045,-0.5825188,0.4024071,-1.4475859,0.1477329,0.3099961
vnz_05495,15.35178,3.5024762,0.9045267,3.8721645,0.0001079,0.0007878
vnz_05500,458.30874,-0.3648485,0.319286,-1.1427013,0.2531626,0.4572104
vnz_05505,21.061903,0.0618413,0.7081159,0.0873322,0.9304074,0.9845765
vnz_05510,12.517891,-1.2623632,0.907913,-1.3904011,0.1644071,0.3362027
vnz_05515,91.583107,-0.9012612,0.5660407,-1.5922198,0.1113353,0.2519827
vnz_05520,5.1639185,0.3067595,1.2148697,0.2525041,0.8006515,0.8977859
vnz_05525,12.01159,0.8703856,0.9262626,0.9396747,0.3473844,0.5558998
vnz_05530,20.6677,2.8491577,0.7838882,3.6346481,0.0002784,0.0018502
vnz_05535,3.818006,-0.6425497,1.1994096,-0.5357217,0.5921509,NA
vnz_05540,15.937118,-1.0034005,0.6331594,-1.5847517,0.1130227,0.2547416
vnz_05545,2751.7882,3.0465314,0.299552,10.170291,2.69E-24,3.02E-22
vnz_05550,39.542966,0.281057,0.4984267,0.5638884,0.5728301,0.7483247
vnz_05555,161.10865,-1.1111018,0.5528011,-2.0099487,0.0444366,0.128625
vnz_05560,24.861384,-0.4570157,0.5169907,-0.8839921,0.3767005,0.5847304
vnz_05565,86.093014,-0.0863521,0.4616468,-0.1870524,0.8516196,0.9305606
vnz_05570,39.657442,-0.9906567,0.4704204,-2.1058967,0.0352133,0.1067225
vnz_05575,32.201977,-0.9259596,0.4616411,-2.0057998,0.0448776,0.1297284
vnz_05580,1.8648141,-0.682712,1.6333128,-0.4179922,0.6759528,NA
vnz_05585,0.4178107,0.4939496,1.7259819,0.2861847,0.7747367,NA
vnz_05590,0.5084826,0.5356005,1.7561249,0.30499,0.7603738,NA
vnz_05595,2.1226034,-0.6873515,1.580188,-0.4349808,0.6635763,NA
vnz_05600,1.4490343,0,1.7886851,0,1,NA
vnz_05605,57.261961,-0.7852382,0.4413715,-1.779087,0.0752255,0.1902835
vnz_05610,6.5712201,1.3452574,0.990354,1.3583602,0.1743494,0.3491554
vnz_05615,84.134487,0.2366597,0.461374,0.5129454,0.6079895,0.7764843
vnz_05620,54.36812,-0.1690327,0.3783156,-0.4468034,0.655017,0.8050971
vnz_05625,70.67527,-0.1495351,0.3869104,-0.386485,0.6991375,0.8297078
vnz_05630,466.47556,0.3809791,0.2563554,1.4861364,0.137243,0.2940304
vnz_05635,10.63108,-0.0468188,0.8086331,-0.0578987,0.9538294,1
vnz_05640,20.061443,0.2706188,0.5288126,0.5117481,0.6088273,0.7767499
vnz_05645,70.053392,-1.8441691,0.5203681,-3.5439704,0.0003941,0.0025046
vnz_05650,18.88585,-1.5407937,0.6154951,-2.5033404,0.0123027,0.0466786
vnz_05655,20.492551,-2.1444473,0.630034,-3.4037006,0.0006648,0.0040025
vnz_05660,13.466714,-1.6749043,0.6680108,-2.5073012,0.0121657,0.0462396
vnz_05665,11.894347,-1.1088893,0.6858726,-1.6167569,0.1059308,0.2435659
vnz_05670,39.689131,-1.0274048,0.4216383,-2.4366973,0.0148221,0.0543978
vnz_05675,5.785787,0.6815549,1.0749181,0.6340528,0.5260464,0.7189632
vnz_05680,121.53572,1.0092327,0.4389056,2.2994296,0.0214806,0.0725773
vnz_05685,97.716351,-0.2747268,0.3559198,-0.7718785,0.4401864,0.648617
vnz_05690,28.068168,-0.4932645,0.4836738,-1.0198289,0.3078096,0.5131737
vnz_05695,17.383947,-1.5308036,0.6575708,-2.3279679,0.0199138,0.0689523
vnz_05700,3.99966,1.3465345,1.2179839,1.1055438,0.268924,0.4739508
vnz_05705,182.31228,-2.476434,0.4853538,-5.1023275,3.36E-07,3.88E-06
vnz_05710,5.8082613,1.0003543,1.1538781,0.8669497,0.3859696,0.5948362
vnz_05715,91.600599,-2.1633833,0.5052358,-4.2819283,1.85E-05,0.0001593
vnz_05720,148.73079,-2.7316336,0.3681246,-7.4204049,1.17E-13,3.67E-12
vnz_05725,107.08523,-2.7421493,0.3952254,-6.9381911,3.97E-12,1.01E-10
vnz_05730,182.55365,-2.6053546,0.4241144,-6.1430468,8.10E-10,1.41E-08
vnz_05735,103.65246,-2.7161096,0.4915013,-5.5261497,3.27E-08,4.48E-07
vnz_05740,466.46423,-2.7822822,0.3850058,-7.2265981,4.95E-13,1.46E-11
vnz_05745,6.0825541,-1.8678472,1.0454233,-1.7866899,0.0739876,0.1881697
vnz_05750,13.927314,-0.9142081,0.6822086,-1.3400712,0.1802222,0.3577504
vnz_05755,50.554445,-1.4636761,0.4172831,-3.5076331,0.0004521,0.0028369
vnz_05760,4.5244284,-1.0906783,1.3781153,-0.7914275,0.4286946,0.6364398
vnz_05765,4.7623795,0.7730436,1.0512811,0.7353348,0.4621356,0.6668891
vnz_05770,12.850637,-0.7426854,0.843033,-0.8809684,0.3783349,0.5865679
vnz_05775,6.6724084,-0.5499308,1.0165404,-0.5409827,0.5885195,0.7604935
vnz_05780,588.56339,-0.3107996,0.4953774,-0.6273996,0.5303973,0.7218773
vnz_05785,30.108455,0.6828536,0.5899856,1.1574073,0.247106,0.4492648
vnz_05790,134.50129,-0.4790485,0.285253,-1.6793809,0.0930778,0.2218525
vnz_05795,5.9371654,-0.0628074,1.313928,-0.0478012,0.9618747,1
vnz_05800,35.857888,0.5904341,0.6944569,0.8502099,0.3952084,0.6038087
vnz_05805,600.17254,5.1036207,0.6694842,7.6232135,2.47E-14,8.09E-13
vnz_05810,157.99758,0.4461729,0.6666775,0.6692484,0.503337,0.7020823
vnz_05815,509.76037,0.1519521,0.3461684,0.4389543,0.6606947,0.808109
vnz_05820,284.88195,0.0153475,0.2686142,0.0571359,0.954437,1
vnz_05825,78.546749,-0.8561869,0.534347,-1.602305,0.1090882,0.2486183
vnz_05830,22.477462,0.3766219,0.5846498,0.6441838,0.5194563,0.7131823
vnz_05835,578.27141,-0.3420175,0.3799993,-0.9000477,0.3680949,0.5765993
vnz_05840,385.43929,-0.3760799,0.340323,-1.1050674,0.2691304,0.4740746
vnz_05845,1263.4523,0.1178832,0.3228252,0.365161,0.7149913,0.8437519
vnz_05850,56.512051,-1.0797496,0.4372586,-2.4693615,0.0135354,0.0506179
vnz_05855,25.166308,-0.8835261,0.5038873,-1.75342,0.0795299,0.1985045
vnz_05860,8.1873217,-0.8106044,0.957914,-0.8462184,0.3974309,0.606207
vnz_05865,6.1250237,-0.4176558,0.9355413,-0.4464323,0.655285,0.8051246
vnz_05870,38.245749,-0.553353,0.4778449,-1.158018,0.2468567,0.4491757
vnz_05875,21.515722,2.6955488,1.3527083,1.9927052,0.0462937,0.1327604
vnz_05880,182.569,1.8002733,0.5677848,3.1706965,0.0015207,0.0082086
vnz_05885,141.71099,1.1566703,0.5636772,2.0520085,0.0401688,0.1185928
vnz_05890,159.83412,0.7775629,0.581625,1.3368801,0.1812618,0.3587308
vnz_05895,47.459449,0.2049462,0.705885,0.2903393,0.7715567,0.8804839
vnz_05900,32.193631,0.8824145,0.8045702,1.0967526,0.2727496,0.4774768
vnz_05905,17.805186,1.9270203,0.7832569,2.4602661,0.0138834,0.0516382
vnz_05910,6.9005689,0.3939173,1.2598806,0.3126624,0.7545372,0.8695943
vnz_05915,6.8452623,0.3770231,0.9777434,0.3856054,0.699789,0.8303295
vnz_05920,18.701046,0.0025659,0.6955566,0.003689,0.9970566,1
vnz_05925,20.464899,-0.8775436,0.646168,-1.3580734,0.1744404,0.3491554
vnz_05930,13.058543,2.5021302,0.994745,2.5153484,0.0118915,0.0453829
vnz_05935,21.121271,-0.0173181,0.7303763,-0.0237113,0.9810829,1
vnz_05940,128.91241,-0.4508992,0.4322589,-1.043123,0.2968913,0.5029606
vnz_05945,25.630107,0.6003245,0.5070755,1.1838958,0.2364543,0.4359898
vnz_05950,15.882767,0.5159874,0.6319378,0.8165161,0.414205,0.6226345
vnz_05955,61.521491,0.2833761,0.3806692,0.7444157,0.456625,0.6633755
vnz_05960,670.2212,0.8134329,0.374825,2.1701668,0.0299942,0.0943656
vnz_05965,23.279395,-0.0456113,0.5706119,-0.079934,0.9362897,0.9880706
vnz_05970,5.653361,1.3875337,1.3581981,1.0215989,0.3069708,0.5123003
vnz_05975,16.862713,0.7256661,0.7246183,1.0014461,0.3166112,0.5239545
vnz_05980,221.72935,-0.7802244,0.2961168,-2.6348534,0.0084174,0.034062
vnz_05985,241.73904,-0.5507712,0.3996175,-1.378246,0.1681274,0.3410239
vnz_05990,380.96614,-0.5047686,0.3481605,-1.4498159,0.1471099,0.3091873
vnz_05995,3.4813945,-1.5629429,1.0858368,-1.4393903,0.15004,NA
vnz_06000,9.7343602,-1.0101579,0.7994177,-1.2636171,0.2063675,0.394371
vnz_06005,32.9467,0.0471218,0.5252878,0.0897066,0.9285204,0.9836995
vnz_06010,34.622287,-0.2975197,0.4618268,-0.6442236,0.5194305,0.7131823
vnz_06015,263.87588,-1.0260485,0.2842161,-3.6101004,0.0003061,0.0020037
vnz_06020,153.371,-0.5630699,0.2991368,-1.8823155,0.0597932,0.1610407
vnz_06025,726.90135,-0.369628,0.3308712,-1.1171355,0.2639364,0.4692443
vnz_06030,14.233533,1.1546882,0.7563821,1.5265937,0.1268621,0.2785059
vnz_06035,25.324343,-0.6189923,0.6017616,-1.0286338,0.3036518,0.5087184
vnz_06040,402.57852,0.0009099,0.2946881,0.0030876,0.9975365,1
vnz_06045,541.20315,0.001148,0.297746,0.0038557,0.9969236,1
vnz_06050,536.70844,0.2825984,0.378627,0.7463767,0.4554399,0.6619494
vnz_06055,575.90439,-0.3118586,0.3061693,-1.018582,0.3084015,0.5135592
vnz_06060,2590.5806,-0.2725954,0.2985081,-0.9131926,0.3611413,0.5694055
vnz_06065,105.4387,-1.3954129,0.4304173,-3.2420004,0.0011869,0.0066295
vnz_06070,9.4690712,0.2035588,0.7539952,0.2699736,0.7871806,0.8905049
vnz_06075,129.56282,-1.0083593,0.2985645,-3.377358,0.0007319,0.0043589
vnz_06080,53.19651,-0.8065147,0.4284134,-1.8825619,0.0597598,0.1610173
vnz_06085,29.526596,0.1544212,0.4740825,0.3257266,0.7446313,0.8636926
vnz_06090,63.516729,-0.780245,0.4323597,-1.80462,0.0711342,0.1832423
vnz_06095,27.245037,0.2814813,0.6128356,0.4593097,0.6460118,0.8007413
vnz_06100,17.261316,-0.0206752,0.5794965,-0.0356778,0.9715393,1
vnz_06105,108.04575,2.5134042,0.4249332,5.9148218,3.32E-09,5.25E-08
vnz_06110,391.72966,-1.1374537,0.2974922,-3.8234737,0.0001316,0.0009419
vnz_06115,54.318321,0.0265449,0.5243093,0.0506283,0.9596217,1
vnz_06120,141.86812,1.350703,0.5922243,2.2807289,0.0225645,0.075412
vnz_06125,206.8679,1.9020929,0.5574373,3.4122093,0.0006444,0.0039005
vnz_06130,251.72648,2.3742923,0.5716836,4.1531577,3.28E-05,0.0002698
vnz_06135,6.7348323,1.204402,1.0340941,1.1646929,0.2441433,0.4459968
vnz_06145,27.201921,0.6990581,0.7749506,0.9020679,0.3670208,0.5761651
vnz_06150,138.89364,-0.1064429,0.317398,-0.335361,0.7373528,0.8592193
vnz_06155,19.364114,-1.0427898,0.6524729,-1.5982116,0.1099959,0.2503012
vnz_06160,117.44602,-0.4433847,0.3467373,-1.2787337,0.2009908,0.3864797
vnz_06165,25.25622,0.1573621,0.5011076,0.3140285,0.7534994,0.8694841
vnz_06170,38.01868,-0.2659697,0.5799808,-0.4585837,0.6465332,0.8010265
vnz_06175,523.8401,5.1223385,0.512535,9.994124,1.62E-23,1.57E-21
vnz_06180,32.19746,0.3297492,0.4659064,0.7077583,0.4790953,0.6808197
vnz_06185,13.503545,0.0935035,0.7224671,0.1294224,0.8970234,0.9604955
vnz_06190,69.383778,-0.0694122,0.3799069,-0.1827085,0.8550267,0.9329841
vnz_06195,51.780223,-0.2805798,0.4439401,-0.6320217,0.5273727,0.719954
vnz_06200,38.188045,-1.9079718,0.735151,-2.5953468,0.0094496,0.0374016
vnz_06205,787.13759,6.572727,0.4714689,13.940957,3.57E-44,2.32E-41
vnz_06210,2274.6121,6.3975322,0.4391464,14.56811,4.48E-48,4.17E-45
vnz_06215,143.98301,-0.9597581,0.340647,-2.8174562,0.0048406,0.0214708
vnz_06220,1.3304927,0.542118,1.7001188,0.3188707,7.50E-01,NA
vnz_06225,14.555504,-0.6391894,0.7948729,-0.8041403,0.4213159,0.6296515
vnz_06230,25.675744,1.4642944,0.6703588,2.1843442,0.028937,0.0917606
vnz_06235,130.82061,1.4343136,0.4360008,3.2897038,0.0010029,0.0057296
vnz_06240,124.07117,1.5325759,0.3603536,4.2529779,2.11E-05,0.0001797
vnz_06245,7.848063,-1.5568158,0.8927247,-1.7438923,0.0811779,0.2012283
vnz_06250,5.3861454,-1.5201146,1.1193252,-1.3580635,0.1744435,0.3491554
vnz_06255,10.686085,0.0758853,0.8681843,0.0874069,0.9303481,0.9845765
vnz_06260,21.374829,0.0231377,0.7115423,0.0325177,0.9740592,1
vnz_06265,69.735555,-0.0236917,0.4132633,-0.0573283,0.9542837,1
vnz_06270,15.483998,-1.3292656,0.679808,-1.9553544,0.0505413,0.1418774
vnz_06275,16.545091,1.5077931,0.6785489,2.2220845,0.0262776,0.0852384
vnz_06280,8.9024653,-1.1354761,0.8415864,-1.3492093,0.1772698,0.353399
vnz_06285,19.780794,-1.681909,0.6171555,-2.7252594,0.0064251,0.0272543
vnz_06290,11.238908,-0.3822181,0.7693025,-0.4968372,0.6193039,0.784926
vnz_06295,13.895457,-0.5956431,0.6824714,-0.8727737,0.3827864,0.5912156
vnz_06300,7.2928214,-1.7111545,0.9380637,-1.8241347,0.0681317,0.1774042
vnz_06305,60.71725,3.7490501,0.7330561,5.1142745,3.15E-07,3.65E-06
vnz_06310,10.744878,0.8239394,0.8690206,0.9481241,0.3430663,0.5516374
vnz_06315,6.7398437,-0.848728,1.1629397,-0.7298126,0.4655047,0.6694161
