gene ID,Base Mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj
vnz_07380,76.121175,1.8442001,0.6420731,2.8722589,0.0040755,0.0223665
vnz_07385,45.128188,-0.0954272,0.5035584,-0.1895058,0.8496964,0.9253589
vnz_07390,77.217011,0.1804481,0.4321481,0.4175607,0.6762683,0.8242857
vnz_07395,15.543965,-0.4415017,0.829254,-0.5324083,0.5944432,0.7630521
vnz_07400,18.102873,0.4937069,0.7669535,0.6437247,0.519754,0.7075178
vnz_07405,30.242295,-0.2212516,0.5390906,-0.4104163,0.6815006,0.8275583
vnz_07410,34.792219,-0.1192272,0.5401646,-0.2207239,0.8253074,0.9122196
vnz_07415,2.7881634,1.4879807,1.552173,0.9586436,0.3377383,0.5393811
vnz_07420,4.3739504,1.4966798,1.2764431,1.1725393,0.2409806,0.4409671
vnz_07425,8.9566201,3.4828175,1.2349717,2.8201597,0.0048,0.0254873
vnz_07430,6.8128968,-1.5405619,1.2000052,-1.283796,0.1992133,0.3892965
vnz_07435,8.820085,0.4619433,0.8495623,0.5437426,0.5866186,0.7582334
vnz_07440,17.843117,-0.8797602,0.7034322,-1.250668,0.2110556,0.4040713
vnz_07445,29.946456,-1.3822308,0.5906504,-2.3401845,0.0192742,0.0760864
vnz_07450,15.415769,-0.3994019,0.9609145,-0.4156477,0.6776678,0.8248551
vnz_07455,4.4852007,2.8323242,1.3892681,2.0387168,0.0414783,0.1349809
vnz_07460,18.155859,1.3422396,0.6809274,1.9711934,0.0487018,0.15289
vnz_07465,9.9869749,-0.7293756,0.979475,-0.7446597,0.4564775,0.652811
vnz_07470,43.930649,1.7580494,0.5091959,3.4525993,0.0005552,0.0040935
vnz_07475,3.7589247,0.8876293,1.3490633,0.6579597,0.510564,0.6999365
vnz_07480,12.157408,1.3448966,0.9445695,1.4238197,0.1544987,0.3331528
vnz_07485,576.65409,5.4180792,0.4691115,11.549661,7.41E-31,1.35E-28
vnz_07490,490.25747,5.4625109,0.4711662,11.593598,4.44E-31,8.58E-29
vnz_07495,44.527839,3.1633437,0.7088365,4.4627265,8.09E-06,9.52E-05
vnz_07500,7.3735496,0.822618,0.9671535,0.8505558,0.3950162,0.5985271
vnz_07505,4.8251456,2.3245433,1.2399683,1.8746797,0.0608368,0.1780823
vnz_07510,13.083515,-0.4292787,0.7569643,-0.5671056,0.5706425,0.7450668
vnz_07515,10.377088,-0.9733967,0.8371096,-1.1628067,0.244908,0.4450471
vnz_07520,9.7134736,1.2222442,0.9033905,1.3529522,0.1760709,0.3611364
vnz_07525,2.5757375,1.474887,1.5549772,0.9484943,0.3428779,0.5446341
vnz_07530,70.810686,0.5747603,0.4284432,1.3415087,0.1797553,0.3660265
vnz_07535,40.138848,0.3560296,0.5206225,0.6838536,0.4940676,0.6847485
vnz_07540,39.838879,1.0970789,0.6577153,1.668015,0.0953128,0.2419741
vnz_07545,429.65121,1.1024639,0.5202424,2.119135,0.0340791,0.1165837
vnz_07550,95.496867,-1.9825437,0.3879556,-5.110233,3.22E-07,4.99E-06
vnz_07555,80.233518,-0.2839665,0.4972011,-0.5711302,0.5679114,0.7421855
vnz_07560,6.488547,-0.1360823,1.0776874,-0.1262725,0.8995162,0.9508327
vnz_07565,5.9622783,0.4448729,0.9804737,0.4537326,0.6500213,0.80432
vnz_07570,5.4502957,0.240027,1.0528536,0.2279776,0.8196637,0.909909
vnz_07575,10.068388,-0.1967588,0.8611483,-0.2284843,0.8192698,0.909909
vnz_07580,26.474461,0.3381127,0.6416395,0.5269512,0.5982275,0.7651604
vnz_07585,118.23915,-0.6315023,0.3941448,-1.6022091,0.1091094,0.2644781
vnz_07590,2.0033099,2.6318359,1.6985818,1.5494313,0.1212781,0.2836573
vnz_07595,3.5871741,2.4896084,1.5305229,1.6266391,0.1038138,0.2554916
vnz_07600,28.490345,-0.7420143,0.6849412,-1.0833255,0.278664,0.4800645
vnz_07605,141.05706,0.626042,0.5413675,1.1564086,0.247514,0.4479428
vnz_07610,182.57095,0.1153679,0.4762255,0.2422547,0.8085828,0.9052904
vnz_07615,331.63537,-0.8509434,0.3456455,-2.4618965,0.0138205,0.0588929
vnz_07620,221.47456,-1.1892248,0.3425169,-3.4720175,0.0005166,0.0038446
vnz_07625,47.540452,-1.0461438,0.5463466,-1.9147988,0.0555182,0.1663665
vnz_07630,253.82023,-0.774536,0.3314716,-2.3366586,0.0194569,0.076509
vnz_07635,468.09165,0.1451386,0.2705711,0.5364159,0.5916712,0.7611502
vnz_07640,297.4932,1.1143674,0.3981379,2.798948,0.0051269,0.0268744
vnz_07645,24.267778,0.9621668,0.6537261,1.4718196,0.1410696,0.3128104
vnz_07650,17.312915,-0.0546548,0.7913399,-0.0690661,0.944937,0.9765315
vnz_07655,99.977088,-0.4661165,0.4425116,-1.053343,0.2921838,0.4952281
vnz_07660,14.69525,0.0671746,0.7006644,0.0958727,0.9236217,0.9656417
vnz_07665,33.135393,-0.150079,0.5886456,-0.2549564,0.7987567,0.899825
vnz_07670,198.78285,-0.3554767,0.3337625,-1.065059,0.2868492,0.4891156
vnz_07675,1966.1711,0.1134252,0.322374,0.3518435,0.7249556,0.8573493
vnz_07680,993.92885,0.6060691,0.3386096,1.7898755,0.0734739,0.2032519
vnz_07685,622.12822,-0.0622725,0.3785521,-0.1645019,0.8693361,0.934137
vnz_07690,273.56718,0.2242471,0.3664904,0.6118773,0.5406189,0.7226927
vnz_07695,183.15822,1.5723908,0.4933155,3.1873936,0.0014356,0.0094173
vnz_07705,80.260989,0.3832842,0.5156137,0.7433553,0.4572666,0.653449
vnz_07710,268.17926,-0.4797372,0.4956595,-0.9678765,0.3331061,0.5353598
vnz_07715,9.6346298,0.3388983,0.8385656,0.4041405,0.6861094,0.8311283
vnz_07720,140.39594,-1.0671365,0.4455961,-2.3948513,0.0166271,0.0677919
vnz_07725,124.17166,-0.2055866,0.4952106,-0.4151498,0.6780322,0.825015
vnz_07730,554.45868,0.5106637,0.4366052,1.1696235,0.2421525,0.441855
vnz_07735,671.20316,-0.0758982,0.3941127,-0.1925799,0.847288,0.9240531
vnz_07740,2655.568,1.04285,0.3728645,2.7968608,0.0051602,0.0269747
vnz_07745,261.13749,-2.2844703,0.3073522,-7.4327435,1.06E-13,4.07E-12
vnz_07750,264.08532,-0.5198285,0.3964388,-1.3112451,0.189775,0.3784805
vnz_07755,127.95578,0.2296203,0.4657067,0.4930577,0.6219718,0.7829125
vnz_07760,139.83363,0.1403638,0.4114896,0.3411114,0.7330197,0.8631365
vnz_07765,112.84247,-0.3548196,0.3490341,-1.0165758,0.3093553,0.5125075
vnz_07770,10.904306,-0.7542504,0.7898935,-0.9548761,0.3396404,0.5409484
vnz_07775,8.6416436,2.879547,1.10854,2.5976031,0.0093877,0.0435712
vnz_07780,1.7825705,1.198228,1.5696739,0.7633611,4.45E-01,NA
vnz_07785,6.3475363,1.0391265,1.0872476,0.9557404,0.3392034,0.5407455
vnz_07790,33.105069,-0.7278814,0.6157325,-1.1821391,0.2371505,0.4366679
vnz_07795,539.3548,-0.8828105,0.3375036,-2.6157065,0.0089043,0.0418769
vnz_07800,21.923161,0.2795636,0.7302657,0.3828245,0.7018499,0.8418393
vnz_07805,143.90096,0.1812088,0.4544853,0.3987122,0.6901053,0.8328119
vnz_07810,7.1151471,1.2105822,1.0659728,1.1356595,0.2560991,0.4560174
vnz_07815,9.6419467,-0.0654286,0.9401373,-0.0695948,0.9445162,0.9762392
vnz_07820,85.6895,-1.0143977,0.3599215,-2.8183863,0.0048266,0.025609
vnz_07825,38.826623,0.3905705,0.4858335,0.8039184,0.4214441,0.6226912
vnz_07830,49.483484,-1.347625,0.4784121,-2.8168709,0.0048494,0.0256917
vnz_07835,243.21534,-1.3240451,0.3939973,-3.3605436,0.0007779,0.005484
vnz_07840,215.33586,-0.4358356,0.3251662,-1.3403474,0.1801324,0.3664781
vnz_07845,21.312502,-1.338205,0.6337631,-2.1115223,0.0347274,0.1180025
vnz_07850,35.211488,0.6873815,0.6842717,1.0045447,0.3151162,0.5177326
vnz_07855,22.244966,-0.0823139,0.6053203,-0.135984,0.8918339,0.946245
vnz_07860,4.6386578,0.8871048,1.2870784,0.6892391,0.4906728,0.6827171
vnz_07865,5.2679866,4.3006513,1.4673399,2.930917,0.0033796,0.0192446
vnz_07870,5.2868973,1.5173005,1.1844675,1.2809979,0.2001944,0.3906744
vnz_07875,5.5606556,0.8178224,1.215292,0.6729431,0.5009835,0.6914901
vnz_07880,100.70329,-2.3364169,0.4542233,-5.1437627,2.69E-07,4.22E-06
vnz_07885,43.184244,-2.023646,0.5740506,-3.525205,0.0004232,0.003245
vnz_07890,9.0339202,-0.5763988,0.9362865,-0.6156223,0.5381439,0.7211259
vnz_07895,12.063409,-0.3406551,0.8645586,-0.394022,0.6935648,0.8356359
vnz_07900,6.0086452,0.6914419,1.1048398,0.62583,0.5314265,0.716017
vnz_07905,7.4430956,0.6832103,1.1422081,0.5981487,0.5497407,0.7286638
vnz_07910,6.8572535,1.1876043,1.1011825,1.0784808,0.2808192,0.4823756
vnz_07915,15.074821,3.0014237,1.0321956,2.9078053,0.0036397,0.0204787
vnz_07920,16.533406,-1.2022393,0.7414833,-1.6213978,0.1049324,0.257324
vnz_07925,12.409771,-0.1837479,0.7606195,-0.2415767,0.8091082,0.9052904
vnz_07930,185.35914,-0.0027721,0.3381999,-0.0081965,9.93E-01,0.9976889
vnz_07935,11.339943,1.0987202,0.8695812,1.263505,0.2064077,0.3992768
vnz_07940,22.902165,0.6800662,0.6194384,1.0978755,0.2722588,0.473207
vnz_07945,63.701861,3.481551,0.5357931,6.4979396,8.14E-11,2.16E-09
vnz_07950,23.81953,2.2384448,0.6630008,3.3762324,0.0007349,0.0051973
vnz_07955,76.994252,-0.1404664,0.4077563,-0.3444862,0.7304807,0.862011
vnz_07960,48.806426,0.4701894,0.5677807,0.828118,0.4076037,0.6099127
vnz_07965,147.91654,1.1396773,0.4363843,2.6116367,0.009011,0.0422103
vnz_07970,4173.9818,-0.0251658,0.3692721,-0.0681498,0.9456664,0.9768574
vnz_07975,14.109492,0.1722593,0.8416739,0.2046628,0.8378356,0.9191259
vnz_07980,51.047646,1.0559582,0.4822352,2.1897163,0.0285448,0.1019419
vnz_07985,2.8883826,1.8678532,1.4934153,1.2507259,0.2110345,0.4040713
vnz_07990,178.54548,-0.9091203,0.3831852,-2.3725349,0.0176665,0.0711687
vnz_07995,1.4539702,2.234325,1.7718982,1.2609782,2.07E-01,NA
vnz_08000,0.7194501,0,1.7975062,0,1,NA
vnz_08005,7.8582797,2.9601729,1.2224159,2.4215759,0.0154534,0.0639643
vnz_08010,165.69223,-0.6030432,0.3511845,-1.7171691,0.0859483,0.2261494
vnz_08015,152.87311,0.0643583,0.3326687,0.1934608,0.8465981,0.9235853
vnz_08020,35.921859,0.9912844,0.5546261,1.7873021,0.0738887,0.2040515
vnz_08025,129.19624,-4.8148561,0.5190533,-9.2762274,1.76E-20,1.24E-18
vnz_08030,23.507526,-2.1520639,0.6993234,-3.0773515,0.0020885,0.0128542
vnz_08035,41.035368,-2.2882388,0.5611544,-4.077735,4.55E-05,0.0004458
vnz_08040,24.15771,-2.7561174,0.7263179,-3.7946432,0.0001479,0.0012825
vnz_08045,19.735469,-2.2331525,0.7422983,-3.0084302,0.002626,0.0156193
vnz_08050,142.31591,0.7994378,0.4212786,1.8976463,0.0577427,0.1715077
vnz_08055,0.734823,-1.5774518,1.8017991,-0.875487,0.381309,NA
vnz_08060,482.68154,0.3518526,0.3730447,0.9431916,0.3455829,0.5479471
vnz_08065,21.855455,-0.3217178,0.7795796,-0.4126812,0.6798402,0.8264541
vnz_08070,122.34099,-0.2055521,0.4544505,-0.4523091,0.6510463,0.80505
vnz_08075,120.27846,-2.3167932,0.4474659,-5.1775859,2.25E-07,3.58E-06
vnz_08080,34.757873,-2.4959933,0.5986594,-4.1693047,3.06E-05,0.0003134
vnz_08085,46.299868,-0.8874431,0.5704287,-1.5557476,0.1197681,0.2814471
vnz_08090,29.092026,-0.5812573,0.637751,-0.9114173,0.3620755,0.5668592
vnz_08095,12.798653,-0.127619,0.8553876,-0.1491944,0.8814003,0.9398239
vnz_08100,4.1345142,-1.1358479,1.3424844,-0.846079,0.3975087,0.6009326
vnz_08105,9.4283339,1.4918785,0.9403561,1.5865038,0.1126251,0.2699493
vnz_08110,47.327833,-1.8242098,0.5002442,-3.6466382,0.0002657,0.0021285
vnz_08115,8.4062691,1.2024809,0.9198158,1.3073062,0.1911087,0.3795364
vnz_08120,11.117073,0.8512598,0.9299212,0.9154106,0.3599761,0.5645714
vnz_08125,19.989684,0.562857,0.650287,0.8655517,0.386736,0.5905756
vnz_08130,16.386575,0.0947695,0.7731036,0.1225831,0.9024372,0.9525557
vnz_08135,4.8997376,1.3307772,1.1893164,1.1189429,0.2631645,0.4640454
vnz_08140,3.1499645,2.8046118,1.5827766,1.7719568,0.0764017,0.208631
vnz_08145,3.8518108,3.911773,1.5687295,2.4935931,0.0126457,0.0551488
vnz_08150,3.7543978,3.8036477,1.4751691,2.5784487,0.0099245,0.0456141
vnz_08155,1.9490613,-1.7938083,1.6452398,-1.090302,0.2755801,0.47621
vnz_08160,5.5721422,3.3804357,1.39637,2.4208738,0.0154833,0.0640505
vnz_08165,2.8379288,1.733644,1.4327472,1.2100139,0.2262736,0.4226879
vnz_08170,41.902845,-0.2235078,0.5374425,-0.415873,0.6775029,0.8247963
vnz_08175,20.495473,0.4990247,0.6619515,0.7538689,0.4509279,0.6479228
vnz_08180,14.884869,0.1594801,0.7678526,0.2076962,0.8354661,0.9170951
vnz_08185,3.353667,1.709745,1.535788,1.1132689,0.265593,0.4661785
vnz_08190,4.4380239,2.2569434,1.2561851,1.7966647,0.0723889,0.2011655
vnz_08195,4.3512024,2.4571091,1.4678371,1.6739658,0.0941373,0.2399366
vnz_08200,3.9302454,1.7313644,1.4574204,1.187965,0.2348472,0.4336329
vnz_08205,22.433934,0.212343,0.6518407,0.325759,0.7446067,0.8686873
vnz_08210,28.151268,-1.1994632,0.6318889,-1.8982185,0.0576673,0.1714276
vnz_08215,9.5968951,-0.0555791,0.8515602,-0.0652674,0.9479611,0.9776583
vnz_08220,6.7407988,4.3269047,1.3621793,3.1764576,0.0014909,0.0097166
vnz_08225,1.9534418,3.076225,1.6743291,1.8372882,0.0661674,0.1888438
vnz_08230,3.4053846,2.9993521,1.4780446,2.0292703,0.0424308,0.1375096
vnz_08235,341.40395,0.9659185,0.3771983,2.5607712,0.010444,0.0475028
vnz_08240,678.6312,0.1644648,0.2760971,0.5956773,0.5513908,0.7294849
vnz_08245,68.309206,2.6703242,0.9588845,2.7848236,0.0053557,0.0277915
vnz_08250,7.4725305,2.0308259,1.0325544,1.966798,0.0492065,0.1538355
vnz_08255,6.6903696,1.3731714,1.1074983,1.2398857,0.2150177,0.4094418
vnz_08260,37.078453,0.1032496,0.8071385,0.1279206,0.8982118,0.9501779
vnz_08265,16.732881,0.1585865,1.0032181,0.1580778,0.8743955,0.936015
vnz_08270,17.09886,-0.4422244,0.8824982,-0.5011052,0.6162971,0.7785384
vnz_08275,20.428029,0.4700331,0.9009848,0.5216882,0.6018875,0.768006
vnz_08280,8.3322259,0.7461662,0.9912421,0.7527588,0.4515949,0.6484862
vnz_08285,188.46587,-1.0308899,0.344346,-2.9937616,0.0027556,0.0163079
vnz_08290,82.540813,-0.2380864,0.3551874,-0.6703121,0.5026588,0.6927218
vnz_08295,60.857706,-0.7915105,0.4480273,-1.7666567,0.0772857,0.2103147
vnz_08300,98.032313,-1.0503589,0.3713246,-2.8286809,0.004674,0.0249305
vnz_08305,57.327646,1.4073474,0.5838275,2.4105533,0.0159283,0.0653949
vnz_08310,259.34481,0.1184521,0.3851681,0.3075335,0.7584373,0.8763009
vnz_08315,9.4886073,0.2367409,1.1064008,0.2139739,0.8305674,0.9152664
vnz_08320,234.44178,1.3076443,0.3788791,3.4513494,0.0005578,0.0041083
vnz_08325,44.77477,0.688246,0.5016442,1.3719802,0.1700696,0.3531584
vnz_08330,60.441823,-1.1046626,0.4786763,-2.3077446,0.0210133,0.0811636
vnz_08335,20.754787,-0.367094,0.665564,-0.5515533,0.5812544,0.7533636
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49E-07,8.24E-06
vnz_08345,8.2905798,1.4655609,1.0393316,1.4100995,0.1585103,0.3382382
vnz_08350,3.545408,1.7141099,1.3202874,1.2982854,0.1941893,0.3830249
vnz_08355,148.51059,-0.1668213,0.5043539,-0.3307623,0.740824,0.8669895
vnz_08360,78.494873,-0.3904756,0.5137299,-0.7600795,0.4472071,0.6445639
vnz_08365,98.660337,-0.7505565,0.4528493,-1.6574089,0.0974368,0.2456046
vnz_08370,62.197692,-1.1001478,0.4886898,-2.2512191,0.0243717,0.0904035
vnz_08375,82.205107,-0.7248338,0.4100062,-1.7678606,0.0770842,0.2100894
vnz_08380,105.85135,-0.3779311,0.3692172,-1.0236011,0.3060237,0.5097755
vnz_08385,139.90691,-0.1170252,0.3579965,-0.3268892,0.7437517,0.8684488
vnz_08390,114.13961,-1.574285,0.4469558,-3.5222388,0.0004279,0.0032779
vnz_08395,23.138614,0.1564093,0.6797019,0.2301146,0.8180027,0.9094818
vnz_08400,37.258903,-0.0053343,0.4789521,-0.0111375,0.9911138,0.9965334
vnz_08405,17.51716,-0.0348817,0.6554282,-0.0532197,0.9575569,0.9811215
vnz_08410,31.092038,0.9214645,0.5465591,1.6859376,0.0918078,0.2361891
vnz_08415,14.496255,0.9460265,0.8406219,1.1253889,0.2604243,0.4611666
vnz_08420,19.798193,-0.439081,0.7066697,-0.6213384,0.534377,0.7185259
vnz_08425,74.651733,-1.8052266,0.3807371,-4.7413992,2.12E-06,2.86E-05
vnz_08430,308.25749,-1.4748301,0.3973766,-3.7114167,0.0002061,0.0017122
vnz_08435,61.312466,0.5978897,0.4352856,1.3735573,0.1695792,0.3526091
vnz_08440,119.21146,-0.7216131,0.4338654,-1.6632186,0.0962687,0.2434404
vnz_08445,105.02449,-0.3016555,0.4265449,-0.7072069,0.4794379,0.6731565
vnz_08450,213.91888,-1.1818137,0.3550618,-3.328473,0.0008732,0.0060894
vnz_08455,14.2925,-2.2892343,0.8858136,-2.5843294,0.0097569,0.0450483
vnz_08460,57.646135,1.079402,0.5446548,1.9818094,0.0475006,0.1500933
vnz_08465,24.800369,0.6723123,0.640836,1.0491175,0.2941241,0.4973268
vnz_08470,20.673474,1.0709869,0.7623232,1.4048989,0.1600513,0.339989
vnz_08475,160.54726,0.6181514,0.4798773,1.2881447,0.1976956,0.3874002
vnz_08480,72.792523,0.4919465,0.4414574,1.1143691,0.2651209,0.4657434
vnz_08485,227.73396,1.0211417,0.3855497,2.6485348,0.0080842,0.038793
vnz_08490,308.60574,0.2874774,0.3006551,0.9561699,0.3389864,0.5407455
vnz_08495,1052.6658,-0.8382418,0.3360143,-2.4946611,0.0126077,0.055051
vnz_08500,383.3789,-1.1760945,0.312441,-3.7642127,0.0001671,0.0014282
vnz_08505,669.23962,-1.1829737,0.2984977,-3.9630915,7.40E-05,0.0006943
vnz_08510,134.98017,-1.1127404,0.3907202,-2.8479213,0.0044006,0.0238677
vnz_08515,57.71626,-1.2574787,0.5396709,-2.3300844,0.0198017,0.0776489
vnz_08520,620.80327,-1.3671815,0.3642906,-3.7529964,0.0001747,0.0014901
vnz_08525,56.940062,-1.2198108,0.5200724,-2.3454636,0.0190034,0.075203
vnz_08530,156.92867,-1.1427511,0.3783122,-3.0206564,0.0025223,0.0150655
vnz_08535,128.8612,-1.368346,0.3451793,-3.9641607,7.37E-05,0.0006923
vnz_08540,140.92497,-0.933085,0.329562,-2.8312881,0.0046361,0.0247725
vnz_08545,169.25705,-1.2898054,0.3419161,-3.7722866,0.0001618,0.0013912
vnz_08550,222.87627,-0.8168703,0.2872522,-2.843739,0.0044588,0.0240242
vnz_08555,123.01107,-0.9514181,0.3655078,-2.6030038,0.0092411,0.043045
vnz_08560,57.624722,-1.196057,0.5533592,-2.1614476,0.0306608,0.107915
vnz_08565,20.509298,-0.2067415,0.6473627,-0.3193596,0.7494538,0.8717489
vnz_08570,44.64813,-0.6203085,0.564087,-1.0996682,0.2714767,0.4725805
vnz_08575,12.074453,1.3665105,0.8725969,1.5660272,0.1173422,0.2777754
vnz_08580,57.847605,-0.9631589,0.462051,-2.0845293,0.037112,0.1240222
vnz_08585,33.922863,-0.6458921,0.6043325,-1.0687694,0.2851736,0.4871669
vnz_08590,94.511563,-0.3033434,0.3621777,-0.8375539,0.4022813,0.6045322
vnz_08595,1420.6762,1.4867814,0.3976933,3.7385126,0.0001851,0.0015673
vnz_08600,115.44899,-0.3712989,0.378594,-0.980731,0.3267254,0.529554
vnz_08605,10.53299,-1.1166948,0.835029,-1.3373126,0.1811206,0.3676892
vnz_08610,9.2576271,0.1844404,0.9383823,0.1965515,0.8441785,0.922225
vnz_08615,12.737025,1.3183616,0.8114128,1.624773,0.1042109,0.2559351
vnz_08620,19.709396,0.1630567,0.6366808,0.2561044,0.7978702,0.8991125
vnz_08625,31.886154,-0.3767116,0.500995,-0.751927,0.452095,0.6486779
vnz_08630,33.656631,-0.2657993,0.5240544,-0.507198,0.6120159,0.7749282
vnz_08635,38.345721,-2.0354745,0.5479195,-3.714915,0.0002033,0.0016967
vnz_08640,97.229068,-0.6534934,0.4530781,-1.4423416,0.149206,0.325248
vnz_08645,18.124262,-0.1373277,0.7358733,-0.1866187,0.8519596,0.9263104
vnz_08650,214.53834,1.8385997,0.3694663,4.9763667,6.48E-07,9.55E-06
vnz_08655,31.018522,-0.2222506,0.6008135,-0.3699161,0.711445,0.8487456
vnz_08660,7.6605062,0.8082541,1.0237868,0.789475,0.4298344,0.6294816
vnz_08665,1.6037537,1.258819,1.7225778,0.7307763,4.65E-01,NA
vnz_08670,8.1003734,1.2125642,1.0819132,1.1207592,0.2623904,0.4635354
vnz_08675,95.74417,0.0258214,0.3818162,0.0676278,9.46E-01,0.9768648
vnz_08680,17.811282,-0.4897392,0.6849056,-0.7150463,0.4745805,0.6682481
vnz_08685,9.8419411,0.6861379,0.9933155,0.6907553,0.4897193,0.6818461
vnz_08690,59.282152,0.1666903,0.5405373,0.3083789,0.757794,0.8759866
vnz_08695,69.215447,0.2842729,0.5719038,0.4970642,0.6191438,0.780463
vnz_08700,128.41204,1.7890407,0.4936289,3.6242621,0.0002898,0.002302
vnz_08705,703.98427,-0.1968921,0.3363685,-0.5853464,0.5583148,0.7350131
vnz_08710,228.64742,-0.1949953,0.43483,-0.4484402,0.6538356,0.8075114
vnz_08715,15.020386,-0.1341412,0.7602568,-0.1764419,0.8599468,0.9294521
vnz_08720,46.68265,2.4040809,0.6005537,4.0031073,6.25E-05,0.0005963
vnz_08725,17.528841,-1.6502912,0.7498384,-2.2008626,0.0277458,0.0994352
vnz_08730,31.216217,-1.5742179,0.6515026,-2.416288,0.0156797,0.064674
vnz_08735,71.524207,-0.7150256,0.424768,-1.6833322,0.0923108,0.2364734
vnz_08740,57.113282,-1.5565185,0.4736805,-3.2860094,0.0010162,0.0069627
vnz_08745,100.64338,-0.1902326,0.5324208,-0.3572975,0.7208691,0.854152
vnz_08750,24.393062,0.3004491,0.656911,0.4573665,0.6474076,0.8024554
vnz_08755,437.00724,0.1550557,0.328668,0.4717699,0.637091,0.7943157
vnz_08760,113.34532,0.3983618,0.3855866,1.0331319,0.3015422,0.5058819
vnz_08765,15.290166,0.3641062,0.7869012,0.4627089,0.643573,0.7997447
vnz_08770,81.132684,-0.5475335,0.4106926,-1.3331953,0.1824677,0.3692129
vnz_08775,24.295621,-1.5886552,0.6194247,-2.5647268,0.0103257,0.047031
vnz_08780,72.393841,-0.1223311,0.4497268,-0.2720121,0.7856127,0.8919742
vnz_08785,29.17339,-0.9090784,0.6453891,-1.4085741,0.1589611,0.3387285
vnz_08790,66.611565,0.1974167,0.4151689,0.4755093,0.634424,0.7921067
vnz_08795,6.5531194,1.5790019,1.2198001,1.294476,0.195501,0.3846026
vnz_08800,9.7409659,1.3074378,0.8318454,1.5717317,0.1160128,0.2756423
vnz_08805,62.061264,0.8812525,0.4594393,1.9181044,0.0550978,0.1653167
vnz_08810,41.343411,-1.0057735,0.5513736,-1.8241234,0.0681334,0.1928222
vnz_08815,126.46973,-0.2143153,0.5853586,-0.3661265,0.7142707,0.850314
vnz_08820,81.278374,0.1606057,0.4456689,0.3603701,0.7185704,0.8533626
vnz_08825,59.483691,-0.3177091,0.5190709,-0.6120726,0.5404897,0.7226927
vnz_08830,8.8584108,1.6764359,1.0862886,1.5432693,0.1227654,0.2860841
vnz_08835,73.863441,0.4184688,0.4399545,0.9511638,0.3415212,0.5433327
vnz_08840,109.37468,-4.9490737,0.5318465,-9.3054555,1.33E-20,9.64E-19
vnz_08845,135.02899,-0.2393347,0.3182874,-0.7519454,0.4520839,0.6486779
vnz_08850,1356.434,-1.1425758,0.3120605,-3.6613915,0.0002508,0.0020342
vnz_08855,770.49348,-0.8676277,0.3218067,-2.6961144,0.0070154,0.0343975
vnz_08860,638.13739,-0.8614968,0.3435598,-2.5075602,0.0121568,0.0533948
vnz_08865,596.07343,-0.3383651,0.3365245,-1.0054693,0.3146709,0.5174816
vnz_08870,143.58573,-0.6079862,0.4501458,-1.3506428,0.1768099,0.3621423
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58E-34,1.73E-31
vnz_08880,303.55569,-0.1319767,0.3533393,-0.3735127,0.7087669,0.8471212
vnz_08885,1739.3802,-1.0672282,0.349127,-3.0568479,0.0022368,0.0136482
vnz_08890,1065.8018,-0.6254516,0.3510907,-1.7814529,0.0748385,0.2054531
vnz_08895,18.682382,0.1028793,0.664613,0.1547958,0.8769823,0.9374203
vnz_08900,111.92457,-0.2952641,0.3803269,-0.776343,0.4375465,0.6362216
vnz_08905,57.153553,-0.2029388,0.545204,-0.3722254,0.7097251,0.847837
vnz_08910,156.56915,1.3959393,0.4487393,3.1108025,0.0018658,0.0117075
vnz_08915,743.71485,0.8856584,0.2954349,2.9978119,0.0027193,0.0161332
vnz_08920,303.15358,-0.3720366,0.2949832,-1.2612129,0.2072322,0.4000261
vnz_08925,61.426651,0.9740153,0.7196443,1.3534677,0.1759063,0.3611286
vnz_08930,10.8361,0.7795141,0.9133462,0.8534706,0.3933984,0.5973984
vnz_08935,13.078759,0.8273561,0.7617201,1.0861681,0.2774046,0.4783118
vnz_08940,157.33722,1.6406512,0.4509502,3.6382093,0.0002745,0.0021932
vnz_08945,683.75859,1.6710428,0.3246853,5.1466539,2.65E-07,4.16E-06
vnz_08950,263.4018,1.6980686,0.3224976,5.2653685,1.40E-07,2.31E-06
vnz_08955,35.292384,0.3336456,0.5543135,0.6019077,0.5472356,0.726977
vnz_08960,55.020127,3.5693569,0.5182182,6.8877493,5.67E-12,1.74E-10
vnz_08965,60.309387,0.0622671,0.501293,0.1242129,0.9011467,0.9516126
vnz_08970,53.914033,2.5307314,0.4741431,5.3374849,9.42E-08,1.60E-06
vnz_08975,50.929338,0.5221318,0.5057362,1.0324194,0.3018757,0.5060815
vnz_08980,85.357172,0.3353063,0.5160543,0.6497501,0.5158537,0.7044404
vnz_08985,18.652762,0.7743547,0.7760748,0.9977835,0.3183843,0.5212872
vnz_08990,37.469114,-0.8144593,0.5694693,-1.4302074,0.1526575,0.3299267
vnz_08995,6.1523119,0.5931135,1.1332124,0.5233913,0.600702,0.7673287
vnz_09000,118.43564,-2.0119359,0.3646456,-5.5175109,3.44E-08,6.35E-07
vnz_09005,46.23306,-2.6767835,0.4905962,-5.4561842,4.86E-08,8.69E-07
vnz_09010,108.61414,-3.25245,0.4597765,-7.0739805,1.51E-12,5.05E-11
