gene ID,Base Mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj
vnz_17050,3.8139118,1.0953993,1.2622419,0.8678205,0.3854926,0.589822
vnz_17055,177.2716,-0.1155557,0.5322122,-0.2171234,0.8281122,0.9134158
vnz_17060,18.010773,-0.4212169,0.9563181,-0.4404569,0.6596062,0.8113555
vnz_17065,3.3563455,-0.2667417,1.3058651,-0.2042644,0.8381469,0.9191825
vnz_17070,2.3543241,0.9540362,1.5418867,0.618746,0.5360837,0.719454
vnz_17075,55.047611,-0.2290751,0.476565,-0.4806795,0.6307443,0.7896017
vnz_17080,53.405881,-1.3148265,0.6881034,-1.9107977,0.0560306,0.1674259
vnz_17085,11.073687,1.5249082,1.0215283,1.4927714,0.135497,0.3046531
vnz_17090,7.4696119,0.9760039,1.0500882,0.9294494,0.3526562,0.5565442
vnz_17095,5.7810101,0.9806562,1.2837362,0.7639079,0.4449221,0.643342
vnz_17100,6.0742636,0.1199573,1.1942271,0.1004476,0.919989,0.9634114
vnz_17105,10.600737,-0.8667972,0.8423146,-1.0290658,0.3034487,0.5071745
vnz_17110,4.3812957,1.8119081,1.2492663,1.4503778,0.1469532,0.3219235
vnz_17115,2.9479125,0.7745734,1.3560754,0.5711875,0.5678725,0.7421855
vnz_17120,12.810959,0.393886,0.7555616,0.5213155,0.602147,0.768006
vnz_17125,70.121456,-0.3496,0.4395842,-0.795297,0.4264407,0.6264147
vnz_17130,25.898532,-0.0428281,0.581961,-0.0735927,0.9413345,0.9752291
vnz_17135,47.863585,0.4720753,0.4451139,1.0605718,0.2888845,0.4915204
vnz_17140,23.521058,0.4145474,0.577703,0.7175789,0.473017,0.667068
vnz_17145,7.435092,0.158275,0.9661738,0.1638163,0.8698758,0.9343704
vnz_17150,5.199709,4.1474122,1.4572632,2.8460282,0.0044268,0.0239733
vnz_17155,26.128871,0.205577,0.5992869,0.3430361,0.7315713,0.8627647
vnz_17160,259.45708,-0.016612,0.3196636,-0.0519671,0.9585549,0.9818796
vnz_17165,5.6484952,0.2945124,1.1267593,0.2613801,0.7937994,0.8970514
vnz_17170,3.475661,-0.6153332,1.3418188,-0.4585815,0.6465348,0.8018526
vnz_17175,5.1148776,1.0070511,1.1278215,0.8929171,0.3719016,0.5766307
vnz_17180,5.101347,3.1649662,1.4229372,2.2242486,0.0261317,0.0951932
vnz_17185,6.7982357,0.2748622,1.0664305,0.2577404,0.7966073,0.8986908
vnz_17190,2.3446151,0.9369973,1.7416322,0.5379995,0.5905774,0.7608494
vnz_17195,4.9517897,0.8560172,1.1831938,0.7234801,0.469385,0.6640629
vnz_17200,5.2566431,2.4808901,1.3678786,1.8136771,0.0697274,0.1957507
vnz_17205,4.1108355,1.3579868,1.1769369,1.1538315,0.2485693,0.4487016
vnz_17210,6.014115,1.1512134,1.3071154,0.8807282,0.3784649,0.5828492
vnz_17215,0.8313096,-0.9356214,1.7114063,-0.5466974,5.85E-01,NA
vnz_17220,6.1963182,0.6279836,1.0527834,0.5964984,0.5508423,0.7293046
vnz_17225,7.4089684,-0.9143327,0.9030502,-1.0124937,0.311302,0.5140797
vnz_17230,6.2546741,-0.2420683,1.0167668,-0.2380765,0.8118218,0.9067416
vnz_17235,2.0111929,0.3265342,1.5561774,0.209831,0.8337996,0.9169045
vnz_17240,29.334112,-1.1479416,0.5699222,-2.0142077,0.0439877,0.141392
vnz_17245,49.162557,-1.2607431,0.4846871,-2.6011485,0.0092912,0.0432085
vnz_17250,45.322943,-0.5620797,0.4690068,-1.1984469,0.2307431,0.4278752
vnz_17255,386.52902,1.3528471,0.2901466,4.6626329,3.12E-06,4.07E-05
vnz_17260,10.988403,-0.1482854,0.9031438,-0.164188,0.8695831,0.9342607
vnz_17265,86.554457,-0.1100129,0.40406,-0.2722686,0.7854155,0.8918933
vnz_17270,1.5872883,2.919968,1.7437389,1.6745442,0.0940237,NA
vnz_17275,9.0060423,-0.3576439,0.9175225,-0.389793,0.6966896,0.8382065
vnz_17280,14.802273,0.7847822,0.7956624,0.9863256,0.3239733,0.5265404
vnz_17285,4.0783022,2.0835568,1.4079754,1.4798247,0.13892,0.3091091
vnz_17290,8.8855805,2.4401951,0.9950768,2.4522681,0.0141959,0.0601818
vnz_17295,28.1847,2.9967982,0.8854962,3.384315,0.0007136,0.005076
vnz_17300,5.7004637,-0.4931551,1.1643978,-0.423528,0.6719101,0.8216782
vnz_17305,1.0866034,1.4008422,1.7956585,0.7801273,4.35E-01,NA
vnz_17310,7.2169274,2.3156649,1.1433426,2.0253465,0.0428318,0.1383474
vnz_17315,355.42394,-1.4264501,0.3107317,-4.5906161,4.42E-06,5.47E-05
vnz_17320,12.479085,0.7728798,0.8823556,0.8759278,0.3810693,0.5855859
vnz_17325,15.959102,0.2473357,0.7789467,0.3175259,0.7508446,0.8722269
vnz_17330,42.521871,-0.8233538,0.5929856,-1.3884887,0.1649883,0.3461962
vnz_17335,1055.952,7.1421427,0.4585904,15.574121,1.09E-54,1.93E-51
vnz_17340,11.830157,1.6490407,0.8204631,2.0098901,0.0444428,0.1424666
vnz_17345,117.95465,4.6046852,0.5750862,8.0069477,1.18E-15,5.55E-14
vnz_17350,27.422602,1.3832306,0.6243827,2.215357,0.0267356,0.0966961
vnz_17355,23.969385,-0.7032779,0.6342088,-1.1089059,0.2674708,0.4684876
vnz_17360,46.296875,0.4216211,0.5565708,0.7575336,0.4487302,0.6458139
vnz_17365,20.80014,-0.4492438,0.7263231,-0.6185178,0.536234,0.7195193
vnz_17370,13.360339,0.8466867,0.8159571,1.0376608,0.299428,0.502931
vnz_17375,6.6079909,1.3105737,1.0753864,1.2187003,0.222958,0.4188154
vnz_17380,4.4418863,1.798167,1.2738041,1.4116511,0.1580527,0.3377493
vnz_17385,107.53387,2.6229483,0.5267876,4.9791386,6.39E-07,9.48E-06
vnz_17390,96.622091,4.4153331,0.5799569,7.613209,2.67E-14,1.15E-12
vnz_17395,141.56235,2.4012786,0.4409864,5.4452438,5.17E-08,9.18E-07
vnz_17400,215.58546,2.2766626,0.4188297,5.4357721,5.46E-08,9.63E-07
vnz_17405,6.6824562,2.3408858,1.408181,1.6623472,0.0964432,0.2437859
vnz_17410,175.91419,7.1530891,0.8460618,8.45457,2.80E-17,1.63E-15
vnz_17415,5.8053677,-1.5358713,1.3268295,-1.1575499,0.2470478,0.4473278
vnz_17420,5.2247074,1.9662343,1.2306409,1.597732,0.1101026,0.2659749
vnz_17425,9.0715987,3.4322983,1.1787435,2.9118281,0.0035932,0.0203299
vnz_17430,7.805795,1.6238101,0.955024,1.7002821,0.0890779,0.2316759
vnz_17435,205.59126,4.4628507,0.4404819,10.131747,3.99E-24,3.79E-22
vnz_17440,137.23778,3.827473,0.505494,7.5717471,3.68E-14,1.56E-12
vnz_17445,50.641341,-1.0512603,0.5857933,-1.7945925,0.0727186,0.2016883
vnz_17450,142.27641,5.7124275,0.6019227,9.4903008,2.30E-21,1.77E-19
vnz_17455,43.698288,1.6379532,0.5587395,2.931515,0.0033731,0.019223
vnz_17460,21.640199,-0.2879605,0.6299506,-0.457116,0.6475877,0.8024554
vnz_17465,14.257005,-0.0340675,0.7046304,-0.048348,0.9614389,0.9826808
vnz_17470,625.26442,2.1308545,0.9194119,2.3176277,0.0204696,0.0796501
vnz_17475,133.75415,-0.4915822,0.4707745,-1.0441988,0.2963934,0.4992251
vnz_17480,10.243325,2.6681773,1.0228822,2.6084894,0.0090943,0.0425161
vnz_17485,4.9042334,0.3821412,1.2102168,0.3157626,0.7521827,0.8731808
vnz_17490,576.69219,-0.2145691,0.3135009,-0.684429,0.4937043,0.6846461
vnz_17495,2.3829568,1.0986382,1.5968683,0.6879955,0.4914556,0.6830008
vnz_17500,7.026736,-0.3910407,0.9845128,-0.3971921,0.6912258,0.8336209
vnz_17505,29.637438,-1.6622527,0.5954052,-2.791801,0.0052416,0.0273597
vnz_17510,8.0169627,0.2117289,1.0078575,0.2100782,0.8336066,0.9169045
vnz_17515,13.212634,1.7827711,0.8346791,2.1358762,0.0326895,0.1130338
vnz_17520,139.88535,0.3930473,0.3164634,1.2419992,0.2142368,0.4087246
vnz_17525,30.005033,0.2911667,0.59635,0.4882481,0.6253741,0.7853794
vnz_17530,427.09322,-0.8050612,0.3004839,-2.6792161,0.0073795,0.0359476
vnz_17535,144.23481,2.8833593,0.4274008,6.7462661,1.52E-11,4.35E-10
vnz_17540,173.5626,5.19469,0.7069583,7.347944,2.01E-13,7.50E-12
vnz_17545,13.800495,1.4658819,0.9855197,1.4874201,0.1369039,0.3065504
vnz_17550,18.230266,1.2942504,0.754425,1.7155455,0.0862453,0.2267622
vnz_17555,33.622742,-0.7346863,0.529026,-1.3887527,0.164908,0.3461962
vnz_17560,240.86475,0.6847311,0.3560211,1.9232881,0.0544439,0.1640751
vnz_17565,78.496555,-0.2994315,0.4255091,-0.7037019,0.4816185,0.674628
vnz_17570,6.5388684,-0.2672531,1.1386453,-0.2347114,0.8144327,0.9081006
vnz_17575,142.88106,1.1285789,0.4046318,2.7891505,0.0052846,0.0275237
vnz_17580,12.821965,0.7414542,0.9539413,0.7772535,0.4370092,0.6361891
vnz_17585,6.0375886,2.4134208,1.314302,1.8362756,0.0663169,0.1891181
vnz_17590,50.210103,-1.1623185,0.4823689,-2.4096051,0.0159698,0.0655271
vnz_17595,6.5611481,-0.3913867,0.9823555,-0.3984165,0.6903232,0.8328119
vnz_17600,26.168513,-0.3404033,0.6602717,-0.5155504,0.6061685,0.7708152
vnz_17605,13.395404,-0.1793828,0.778683,-0.2303668,0.8178067,0.9094165
vnz_17610,68.10805,-1.1532138,0.4272946,-2.6988727,0.0069575,0.0341979
vnz_17615,116.39433,-1.1540233,0.4235617,-2.7245692,0.0064385,0.0321156
vnz_17620,73.456481,-1.4005678,0.4160128,-3.3666458,0.0007609,0.0053748
vnz_17625,92.025083,-1.1762189,0.5610692,-2.0963882,0.0360478,0.1214762
vnz_17630,31.678434,-0.6162414,0.59667,-1.0328011,0.301697,0.5060216
vnz_17635,204.72949,0.3032305,0.3857226,0.7861363,0.4317877,0.631184
vnz_17640,147.67122,0.0679621,0.3820355,0.1778946,0.8588057,0.9291643
vnz_17645,193.20133,0.2384904,0.3148934,0.7573686,0.4488291,0.6458248
vnz_17650,804.70381,2.3031892,0.3560587,6.4685665,9.89E-11,2.59E-09
vnz_17655,253.91711,2.076391,0.4076122,5.094036,3.51E-07,5.41E-06
vnz_17660,6.3294998,1.501004,1.2201129,1.2302173,0.2186157,0.4129727
vnz_17665,180.02656,-0.6819536,0.3890545,-1.7528488,0.079628,0.2145077
vnz_17670,79.890016,-0.3646783,0.393384,-0.9270289,0.3539116,0.5580237
vnz_17675,33.336636,5.3329038,0.9493239,5.6175809,1.94E-08,3.71E-07
vnz_17680,6.2978567,1.2109687,1.0605374,1.1418444,0.2535187,0.4533219
vnz_17685,6.1041115,1.2912418,1.1350926,1.1375652,0.2553021,0.4551709
vnz_17690,31.790555,-0.7238989,0.5777504,-1.2529613,0.2102198,0.4032621
vnz_17695,322.18752,0.9233226,0.3730999,2.4747328,0.0133336,0.0574757
vnz_17700,68.624381,-1.0828182,0.4730785,-2.2888763,0.0220865,0.0840928
vnz_17705,69.249025,-1.0313988,0.4096681,-2.5176451,0.0118142,0.0522242
vnz_17710,42.296086,-1.3731193,0.551695,-2.4889101,0.0128135,0.0557432
vnz_17715,36.73013,0.1937206,0.4846763,0.3996907,0.6893843,0.8328119
vnz_17720,72.090647,1.6622995,0.5340646,3.1125436,0.0018548,0.0116594
vnz_17725,58.78965,2.5683334,0.5925909,4.3340748,1.46E-05,0.0001619
vnz_17730,90.506863,2.0326595,0.4775929,4.2560503,2.08E-05,0.0002195
vnz_17735,22.510528,0.4241838,0.6880512,0.6165004,0.5375643,0.7206212
vnz_17740,70.138306,3.6514805,0.4904254,7.4455365,9.66E-14,3.73E-12
vnz_17745,143.5713,2.4623478,0.4577757,5.3789391,7.49E-08,1.28E-06
vnz_17750,468.13621,-0.6329122,0.4233711,-1.4949349,0.1349314,0.3041271
vnz_17755,31.83395,0.2166403,0.6344827,0.3414439,0.7327694,0.8631289
vnz_17760,16.125114,-0.2251123,0.8092525,-0.2781732,0.7808794,0.8891606
vnz_17765,16.8645,-0.8333924,0.7952441,-1.0479706,0.2946521,0.4976047
vnz_17770,569.88301,2.3396659,0.5479623,4.2697571,1.96E-05,0.0002086
vnz_17775,83.922086,0.8067767,0.5990845,1.3466825,0.1780825,0.3638869
vnz_17780,142.78308,1.6963859,0.4661002,3.6395302,0.0002731,0.0021845
vnz_17785,59.692481,0.8234238,0.5287991,1.5571581,0.1194329,0.2809393
vnz_17790,101.32349,0.8943185,0.4633138,1.9302649,0.053574,0.162397
vnz_17795,17.850695,0.0723745,0.7336058,0.0986559,0.9214115,0.9644707
vnz_17800,71.471834,0.2851204,0.4829592,0.5903612,0.5549485,0.732466
vnz_17805,99.002018,0.8359028,0.3701644,2.2581935,0.0239336,0.0892059
vnz_17810,44.320321,-0.720531,0.5171012,-1.3934043,0.1634976,0.3442105
vnz_17815,7.3255788,2.166861,1.1926719,1.8168123,0.0692459,0.1947247
vnz_17820,6.0919762,1.3000653,1.1856248,1.0965234,0.2728498,0.4736892
vnz_17825,17.881435,0.060837,0.7153598,0.085044,0.9322264,0.9712571
vnz_17830,35.15763,-0.4058919,0.5547249,-0.7316996,0.464352,0.6597116
vnz_17835,7.8940873,-0.5214795,1.1077478,-0.4707565,0.6378146,0.7948969
vnz_17840,207.90304,0.4445572,0.3525186,1.2610888,0.2072769,0.4000261
vnz_17845,80.357934,-0.339776,0.480052,-0.7077899,0.4790757,0.6728389
vnz_17850,206.12217,-0.4995337,0.3763636,-1.3272635,0.1844215,0.3716896
vnz_17855,125.16598,-1.2473201,0.3754412,-3.3222787,8.93E-04,0.0062079
vnz_17860,182.84336,-1.0898364,0.3705395,-2.9412152,0.0032693,0.0187618
vnz_17865,438.18789,-1.188213,0.2926202,-4.060598,4.89E-05,0.0004746
vnz_17870,17.446128,-1.8074992,0.7955379,-2.2720465,0.0230837,0.0867232
vnz_17875,57.398677,-1.008631,0.4347876,-2.3198245,0.0203504,0.0794046
vnz_17880,81.384576,-1.330903,0.4855264,-2.7411546,0.0061224,0.0309088
vnz_17885,4.1054181,0.0304667,1.2573469,0.024231,0.9806684,0.9921628
vnz_17890,25.683197,-0.2292539,0.5499774,-0.4168425,0.6767936,0.8244447
vnz_17895,55.355122,-0.6622234,0.5337398,-1.2407233,0.214708,0.4092453
vnz_17900,47.501603,0.0128736,0.5541175,0.0232326,0.9814647,0.9923119
vnz_17905,69.831634,0.1041771,0.4921508,0.2116771,0.832359,0.9162421
vnz_17910,843.59614,3.8654991,0.3334419,11.59272,4.49E-31,8.58E-29
vnz_17915,163.71486,-1.7359072,0.6031182,-2.8782206,4.00E-03,0.0220286
vnz_17920,0.7759186,-0.4218047,1.8018503,-0.2340953,8.15E-01,NA
vnz_17925,55.785368,-0.7706608,0.4753419,-1.621277,0.1049582,0.257324
vnz_17930,44.118235,-0.1572325,0.4622441,-0.3401503,0.7337433,0.8632193
vnz_17935,62.85167,-0.6446299,0.5077714,-1.2695277,0.2042529,0.3968487
vnz_17940,10.141548,1.4826648,0.8779871,1.6887091,0.0912752,0.2356971
vnz_17945,151.64559,-0.4500253,0.4521124,-0.9953837,0.3195497,0.5224583
vnz_17950,886.97189,-0.6850652,0.3351677,-2.0439477,0.0409587,0.1335971
vnz_17955,981.8226,0.2092361,0.3530026,0.5927323,0.5533603,0.731407
vnz_17960,26.221079,1.1305256,0.710204,1.5918321,0.1114224,0.2683389
vnz_17965,56.200944,0.8302714,0.5900962,1.4070103,0.1594243,0.3393039
vnz_17970,487.92893,1.3413003,0.3523987,3.8062015,0.0001411,0.0012331
vnz_17975,333.93953,-0.8629342,0.349831,-2.4667174,0.0136358,0.0583167
vnz_17980,75.124495,0.2267306,0.4929103,0.4599834,0.6455281,0.8011657
vnz_17985,1.0462078,0,1.8096107,0,1.00E+00,NA
vnz_17990,79.497588,0.7641471,0.459003,1.6647976,0.0959531,0.2429898
vnz_17995,399.69616,-1.1889684,0.3321582,-3.5795239,0.0003442,0.0026921
vnz_18000,128.92944,0.4662498,0.4622412,1.0086721,0.3131319,0.5159548
vnz_18005,72.306579,1.2081762,0.4738616,2.5496394,0.0107834,0.0487701
vnz_18010,167.52416,-1.0477818,0.3903044,-2.6845245,0.0072633,0.035496
vnz_18015,158.73227,-0.4902812,0.3764928,-1.3022328,0.1928368,0.381715
vnz_18020,113.03651,0.6321564,0.5032135,1.2562388,0.2090294,0.4019531
vnz_18025,177.72127,0.7559878,0.396939,1.9045442,0.0568394,0.1693549
vnz_18030,281.2346,-0.099953,0.3651924,-0.2736995,0.7843156,0.8915024
vnz_18035,37.755736,0.5436719,0.4963676,1.095301,0.2733848,0.4741246
vnz_18040,16.826994,0.8157571,0.7046151,1.1577344,0.2469724,0.4473058
vnz_18045,390.24818,1.4226726,0.3184272,4.4678111,7.90E-06,9.35E-05
vnz_18050,116.17288,-1.1904942,0.4574831,-2.6022696,0.0092609,0.0430958
vnz_18055,60.461826,-0.2685525,0.4268016,-0.629221,0.5292044,0.7142564
vnz_18060,82.877001,0.3052814,0.4569448,0.6680924,0.5040746,0.6941323
vnz_18065,9.3140993,0.7432354,0.9370468,0.7931679,0.42768,0.6273822
vnz_18070,215.5753,1.6007748,0.4949171,3.2344303,0.0012189,0.0081387
vnz_18075,140.27305,1.8549334,0.4157335,4.4618326,8.13E-06,9.54E-05
vnz_18080,253.89021,-0.7067004,0.3197324,-2.2102871,0.0270852,0.0976614
vnz_18085,97.716833,-1.3648789,0.3535216,-3.8608074,0.000113,0.0010229
vnz_18090,148.16599,-0.5066892,0.3841448,-1.3190059,0.1871672,0.3755015
vnz_18095,283.20103,0.8391597,0.3121002,2.6887509,0.007172,0.0351303
vnz_18100,386.9921,4.2450615,0.3616597,11.737724,8.17E-32,1.70E-29
vnz_18105,1168.2845,-0.151303,0.4175082,-0.3623951,0.7170568,0.8522194
vnz_18110,1682.4894,-0.2597837,0.4178675,-0.6216893,0.5341462,0.718352
vnz_18115,579.69896,0.7726804,0.3942749,1.9597504,0.050025,0.1556157
vnz_18120,945.1326,0.7063423,0.5027211,1.4050381,0.16001,0.339989
vnz_18125,35.178971,-0.9926291,0.5963112,-1.6646158,0.0959894,0.2429947
vnz_18130,35.879037,-0.030975,0.5449292,-0.0568423,0.9546708,0.9796395
vnz_18135,34.247477,-1.099847,0.6403638,-1.7175345,0.0858816,0.2260628
vnz_18140,19.770749,1.1981627,0.793295,1.510362,0.1309511,0.2980295
vnz_18145,65.672824,1.0207479,0.5103502,2.0000932,0.0454902,0.1451667
vnz_18150,28.436023,-0.7030411,0.5447546,-1.2905648,0.1968546,0.3861799
vnz_18155,10.443712,1.2973904,0.8550172,1.5173852,0.1291695,0.2953995
vnz_18165,42.344555,-1.3054981,0.5215841,-2.5029485,0.0123163,0.0539784
vnz_18170,12.760914,-0.7368234,0.7913245,-0.9311268,0.351788,0.5552978
vnz_18175,54.217401,-0.3737249,0.5006718,-0.7464469,0.4553975,0.6519182
vnz_18180,22.77991,-0.0802035,0.6181391,-0.1297498,0.8967644,0.9494669
vnz_18185,27.54646,-0.5858558,0.6600577,-0.8875827,0.3747653,0.5797489
vnz_18190,22.107442,1.1657001,0.7865046,1.4821276,0.1383064,0.3085195
vnz_18195,101.74685,0.6987188,0.5146785,1.3575829,0.1745961,0.3594545
vnz_18200,136.54194,-1.2172518,0.3827283,-3.1804592,0.0014704,0.00961
vnz_18205,422.20789,-0.8272283,0.454064,-1.821832,0.0684805,0.1934177
vnz_18210,46.223525,-0.1375321,0.5517505,-0.249265,0.8031558,0.9016856
vnz_18215,34.822018,0.6877933,0.6078372,1.131542,0.257827,0.4581721
vnz_18220,35.736453,-1.502535,0.4813645,-3.1214083,0.0017999,0.0113848
vnz_18225,122.59293,-1.8558667,0.4170029,-4.450489,8.57E-06,9.97E-05
vnz_18230,61.027014,-1.735869,0.495214,-3.5052909,0.0004561,0.0034565
vnz_18235,207.92347,-0.8521526,0.3708397,-2.2978997,0.0215675,0.0827846
vnz_18240,4.3613529,-1.2970003,1.2969977,-1.000002,0.3173095,0.5206113
vnz_18245,713.88842,-0.649734,0.3446339,-1.8852879,0.059391,0.1748625
vnz_18250,237.23993,-0.5871527,0.4956591,-1.1845898,0.2361797,0.4352199
vnz_18255,207.47745,0.4890814,0.3939391,1.2415152,0.2144155,0.4089552
vnz_18260,90.670071,2.3363456,0.4585797,5.0947431,3.49E-07,5.40E-06
vnz_18265,13.406109,-0.4767024,0.8232764,-0.5790308,0.5625684,0.7386072
vnz_18270,5.4435422,0.3786409,1.1268171,0.336027,0.7368505,0.864933
vnz_18275,119.02127,-0.5183936,0.3925323,-1.3206392,0.1866217,0.3748187
vnz_18280,5.6388246,1.2305682,1.2048844,1.0213164,0.3071045,0.5107345
vnz_18285,6.4749068,-0.8018881,1.0066783,-0.7965684,0.4257018,0.6260965
vnz_18290,36.674677,-0.3921003,0.545113,-0.719301,0.4719555,0.6662348
vnz_18295,22.967511,-0.4075474,0.6073454,-0.6710307,0.502201,0.6922256
vnz_18300,10.301733,0.2592482,0.7905376,0.3279392,0.7429577,0.8683379
vnz_18305,21.725291,-0.4753659,0.642683,-0.7396585,0.4595073,0.6553279
vnz_18310,20.450822,-0.8206531,0.7254197,-1.1312804,0.2579371,0.4582398
vnz_18315,24.021258,-1.1240483,0.6658578,-1.6881207,0.0913881,0.2357563
vnz_18320,24.582166,-0.3122371,0.592847,-0.526674,0.59842,0.7652424
vnz_18325,16.413745,3.0198688,0.9175088,3.2913785,0.000997,0.0068444
vnz_18330,11.177601,0.7845557,0.961855,0.8156694,0.4146892,0.6166577
vnz_18335,289.26146,0.0676573,0.3570683,0.1894799,0.8497167,0.9253589
vnz_18340,6.683564,0.4193069,1.1663142,0.3595146,0.7192102,0.8535729
vnz_18345,80.413596,-0.4099188,0.4107852,-0.9978909,0.3183323,0.5212872
vnz_18350,315.44903,-0.6170973,0.2853236,-2.1627978,0.0305567,0.1076558
vnz_18355,119.18377,0.5810683,0.4660522,1.2467882,0.2124752,0.4058932
vnz_18360,29.771964,-0.2938861,0.6191004,-0.4746986,0.6350018,0.7925485
vnz_18365,41.407459,-1.1313534,0.5573965,-2.0297102,0.042386,0.1374293
vnz_18370,17.632435,-0.7809889,0.8459052,-0.9232582,0.3558727,0.5597482
vnz_18375,25.133682,-0.9274808,0.6567662,-1.4121932,0.1578931,0.3376336
vnz_18380,29.471081,-1.4714474,0.6132369,-2.3994763,0.0164185,0.0670961
vnz_18385,41.600019,-1.7541425,0.5362632,-3.2710478,0.0010715,0.0072854
vnz_18390,151.91522,0.6180616,0.4914282,1.2576845,0.2085059,0.4015289
vnz_18395,400.76821,1.35483,0.3250813,4.1676651,3.08E-05,0.0003152
vnz_18400,196.78541,0.2303274,0.4702459,0.4898021,0.6242739,0.7849726
vnz_18405,80.523536,-0.8086742,0.5380545,-1.5029597,0.1328494,0.3013809
vnz_18410,51.886199,-0.3192631,0.4885271,-0.6535217,0.51342,0.7024912
vnz_18415,121.11509,-0.8694479,0.3799321,-2.2884296,0.0221125,0.0841012
vnz_18420,88.110932,-1.3445248,0.445175,-3.0202163,2.53E-03,0.0150747
vnz_18425,22.936617,0.5257241,0.6542492,0.8035533,0.421655,0.6228034
vnz_18430,164.91767,1.673454,0.4190903,3.9930626,6.52E-05,0.000618
vnz_18435,4.1827901,0.3905895,1.5622631,0.2500152,0.8025756,0.9016856
vnz_18440,2508.4555,6.8794786,0.4578147,15.026775,4.90E-51,4.96E-48
vnz_18445,219.66455,5.2304043,0.638246,8.1949657,2.51E-16,1.31E-14
vnz_18450,74.795657,-0.2487837,0.4512119,-0.5513679,0.5813815,0.7533904
vnz_18455,7.9294179,1.2923768,0.9968107,1.2965118,0.1947992,0.3838499
vnz_18460,7.4743841,-0.3308619,0.9485318,-0.3488147,0.7272284,0.8591759
vnz_18465,8.639133,0.1676209,0.9071826,0.1847708,0.8534088,0.9267302
vnz_18470,0.9754365,-0.7927481,1.7365277,-0.4565133,6.48E-01,NA
vnz_18475,9.630917,-0.1816504,0.8884429,-0.2044593,0.8379946,0.9191579
vnz_18480,10.279389,0.4939738,0.8904862,0.5547237,0.5790837,0.751927
vnz_18485,15.855617,0.8511581,0.8263283,1.0300483,0.3029873,0.5067449
vnz_18490,38.631365,-1.9268054,0.5956404,-3.2348468,0.0012171,0.0081346
vnz_18495,317.4284,0.4983413,0.3721138,1.3392176,0.1804998,0.3669092
vnz_18500,18.363341,0.7337467,0.6783706,1.081631,0.2794165,0.4809606
vnz_18505,15.250861,1.4930041,0.903058,1.653276,0.0982747,0.2468376
vnz_18510,4.5982313,2.0339446,1.1868243,1.7137707,0.0865708,0.2275338
vnz_18515,11.212494,-0.1898072,0.848624,-0.2236646,0.8230183,0.9112034
vnz_18520,7.1834983,0.0103316,1.0472515,0.0098654,0.9921286,0.9969175
vnz_18525,35.852735,-1.0522297,0.9360401,-1.1241289,0.2609583,0.4618189
vnz_18530,121.78304,-1.6589949,0.5140041,-3.2275905,0.0012484,0.0082889
vnz_18535,6.6121785,-0.5956835,1.0062512,-0.5919829,0.553862,0.7316602
vnz_18540,34.421344,-0.0754022,0.7178434,-0.1050399,0.9163441,0.9614414
vnz_18545,8.9315199,-0.6929951,0.949681,-0.7297136,0.4655653,0.6606807
vnz_18550,14.082908,0.2803966,0.7659887,0.3660585,0.7143214,0.850314
vnz_18555,5.7548611,0.4139736,1.2538249,0.3301686,0.7412726,0.867371
vnz_18560,7.8596332,1.6804741,1.1248335,1.493976,0.1351819,0.3041378
vnz_18565,4.1521354,1.2590652,1.5124072,0.8324909,0.4051319,0.6076812
vnz_18570,7.9031191,3.94713,1.2987387,3.0392026,0.0023721,0.0143377
vnz_18575,15.259871,-0.8910366,0.7399791,-1.2041375,0.2285364,0.4251893
vnz_18580,56.337262,0.251112,0.4871712,0.5154492,0.6062392,0.7708152
vnz_18585,19.842478,0.3983999,0.7444286,0.5351755,0.5925285,0.7619761
vnz_18590,2.7506969,-0.3346459,1.5286746,-0.2189124,0.8267183,0.9127624
vnz_18595,11.209409,0.4800826,0.9098202,0.5276675,0.5977301,0.7650513
vnz_18600,14.391412,0.4673949,0.827908,0.5645494,0.5723803,0.7469225
vnz_18605,5.7176419,0.0364087,1.1307446,0.0321989,0.9743134,0.9895524
vnz_18610,18.44844,-2.0233227,0.7295651,-2.7733271,0.0055486,0.0285002
vnz_18615,398.92623,-2.1497559,0.3646405,-5.8955484,3.73E-09,8.03E-08
vnz_18620,64.560577,-0.1526854,0.6919123,-0.2206716,0.8253482,0.9122196
vnz_18625,18.826771,-1.2128727,0.8115022,-1.4946019,0.1350184,0.3041271
vnz_18630,12.955948,2.211822,0.8739525,2.5308262,0.0113794,0.0508482
vnz_18635,60.157834,-1.4726321,0.6475021,-2.2743278,0.0229463,0.0862985
vnz_18640,661.80255,-1.0835317,0.312883,-3.4630573,0.0005341,0.00395
vnz_18645,61.091884,1.1498798,0.6330353,1.8164546,0.0693007,0.1948015
vnz_18650,134.79058,0.1499708,0.4123497,0.363698,0.7160835,0.8516647
vnz_18655,98.683319,1.8354787,0.3746851,4.8987239,9.65E-07,1.39E-05
vnz_18660,125.62519,-0.4960683,0.4540229,-1.0926064,0.2745667,0.4750486
vnz_18665,163.47187,5.2016299,0.5417542,9.6014573,7.88E-22,6.27E-20
vnz_18670,49.406494,-0.716208,0.6012376,-1.1912229,0.2335661,0.4320912
vnz_18675,36.873147,2.5282043,0.5939519,4.2565811,2.08E-05,0.0002193
vnz_18680,22.931009,-1.191262,0.6095424,-1.9543544,0.0506593,0.1568533
