,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TSS_00043,427.552132533093,3.51799991599628,0.62768983614139,5.60467879744964,2.08641515415664e-08,6.80171340255065e-07
TSS_00697,74.0419399040094,-2.73084473434226,0.662074962200182,-4.12467604161803,3.71256940809697e-05,0.000756436016899757
TSS_01826,110.728254338761,4.72525846735466,0.707033361942454,6.68321853211115,2.33750594368294e-11,1.27004489606773e-09
TSS_02644,186.003631086795,8.44323530324295,1.17699492275067,7.17355286759508,7.30760139145808e-13,5.95569513403833e-11
TSS_04256,132.792122915063,-3.49227630742843,0.604013216354973,-5.78178790276014,7.39108569976648e-09,3.01186742265484e-07
TSS_06287,53.8151730199779,-2.32917269476468,0.704317291519571,-3.30699348547793,0.000943030850783357,0.0102476019118458
TSS_06374,414.453976599787,-2.43804169218862,0.598847492172402,-4.07122301430083,4.6766948695127e-05,0.000847001404145077
TSS_06424,69.2948726522476,-2.10040067532921,0.747606450579075,-2.80950047140751,0.00496184464820279,0.0425674040872134
TSS_06640,856.852840875805,-2.05863180746458,0.63043308199806,-3.26542477901075,0.0010930003134302,0.0111349406930702
TSS_07187,535.959456839498,7.07489629698963,0.697905642749064,10.1373249671997,3.77289708492918e-24,6.14982224843456e-22
TSS_07877,276.559707691024,-2.16004740617585,0.585931526512614,-3.68651848968115,0.000227342931335971,0.00370568978077633
TSS_08030,58.6167728112937,-2.46915228223777,0.719824372263271,-3.43021489321661,0.000603103404109708,0.00702184677642018
TSS_08393,78.7798043702272,-2.45425166854387,0.687982774554923,-3.56731557724189,0.000360657039443291,0.00534428158447786
TSS_09297,59.8483908471892,3.70622507912448,0.760406605229392,4.87400432036808,1.09358596301938e-06,2.97090853286932e-05
