,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TSS_00043,5.63276884625806,1.29451436738945,1.47821303148907,0.875729235105869,0.381177248192307,NA
TSS_00070,433.464289234117,3.50885788122274,0.63207265428156,5.55135213879969,2.83468421818296e-08,2.46617526981917e-06
TSS_00144,21.6381761891944,1.66021111369734,0.89723534847179,1.85036302518072,0.0642612444302666,0.310596014746288
TSS_00150,9.98080609820576,3.47644648975978,1.4850752972776,2.3409227102038,0.0192361488586278,0.14552564788701
TSS_00196,105.625733970411,0.00468597491679056,0.593621543227003,0.00789387610718607,0.993701663540921,0.997514624577706
TSS_00328,3.80864123116792,5.22071065696535,2.29862410610067,2.27123288366693,0.0231328837568487,NA
TSS_00365,12.0748736267617,0.531624286956795,1.05793924868255,0.502509276991876,0.615309328377385,0.843022229430433
TSS_00443,1.33290446515883,0.483130690686722,2.72434697423755,0.177338164064778,0.859242775246085,NA
TSS_00471,17.6761191025554,-1.37263665202086,0.933735446962523,-1.47004877718427,0.141548543833497,0.469549905139116
TSS_00472,23.6366800879952,-0.798046857836386,0.84217783568358,-0.947598979719796,0.343333645788588,0.645476259147505
TSS_00587,6.4506397334319,1.42818742651321,1.59310583675469,0.896479940982807,0.369996488830187,NA
TSS_00601,13.2441630762573,0.613600087866629,1.03250674484419,0.594281917218102,0.55232357105216,0.830226262984284
TSS_00616,6.81078734670996,2.82727962148686,1.53072655137528,1.8470180836327,0.0647445194494255,NA
TSS_00617,1.42670918947413,2.08262219610963,3.19388598829619,0.652065290915606,0.514359053847451,NA
TSS_00654,12.8028294000833,0.8174746117002,1.10593444440835,0.739170948000926,0.459803199598388,0.727866264129438
TSS_00684,4.9094487961686,1.7705104357942,1.65736913113348,1.06826560392334,0.285400719305952,NA
TSS_00685,2.50143770877111,3.02516237229672,2.52647485623148,1.19738471365952,0.23115663904018,NA
TSS_00707,11.0918652190437,1.62558991444995,1.18702993979863,1.36945990993767,0.170855558209517,0.510327304965014
TSS_00709,8.32579113110443,-0.376245459317086,1.21287364372692,-0.310209939232383,0.756401312693991,NA
TSS_00750,21.2454890969064,0.782188510209756,0.883422834021645,0.885406715885941,0.375937311542132,0.674361775343618
TSS_00781,7.51379838315296,4.68494808783643,1.97445511118821,2.37278024771963,0.0176547642429387,NA
TSS_00789,27.5810426721629,-0.652087559621066,0.81384806586482,-0.801239920534968,0.422992764520916,0.718984647922187
TSS_00786,2.04635106235275,1.31321187452006,2.71022819854246,0.484539226337581,0.628003232598086,NA
TSS_00814,4.17067935915432,2.70613060715944,1.85219775152292,1.46103762675146,0.144005115729521,NA
TSS_00866,10.3369459007413,0.485628243244073,1.28938128552856,0.376636646347008,0.706443650080015,0.932008310978331
TSS_00933,14.1431123930432,-2.37666887428405,1.10366663385624,-2.15343003165721,0.0312848974855531,0.194413291517365
TSS_00946,75.3852100641673,-2.74010571555926,0.666118005110061,-4.11354398851075,3.89630753338126e-05,0.00169489377702085
TSS_00960,3.79231743808037,-1.99438930633047,1.79675716445161,-1.10999379648456,0.267001699690765,NA
TSS_00962,2.20996607801596,0.674181052559614,2.23596986894248,0.301516161699653,0.763020927842268,NA
TSS_01099,25.9453210840437,-1.13042136659837,0.896529580097401,-1.26088574397685,0.2073500151763,0.555060040625787
TSS_01100,58.0129132977303,0.402534667531205,0.717882002351059,0.56072539249195,0.574984754114409,0.833539527894623
TSS_01104,58.7817230250225,1.07598563507184,0.739606554487013,1.45480813892751,0.145722384353519,0.469549905139116
TSS_01119,2.93422633890247,-0.560722473114734,2.11780072694548,-0.264766399397486,0.791189422771694,NA
TSS_01134,3.31874648808958,3.41673272041356,2.31554905486898,1.4755604996703,0.140061915695353,NA
TSS_01154,87.1921545321713,-0.0908160751252156,0.647728553855094,-0.140206996564694,0.888496444052655,0.980685845294193
TSS_01160,438.207759887152,0.303402051588705,0.594062673163336,0.510723977948512,0.609544348274267,0.841751719045417
TSS_01184,2.79555606011795,-0.708378759529547,2.04489443173092,-0.346413364199898,0.729032082979715,NA
TSS_01195,448.439510684849,-0.477253524376635,0.638702551775932,-0.74722345017977,0.454928691130263,0.727866264129438
TSS_01289,255.661082178044,-1.24049188715498,0.649934569654357,-1.90864118493449,0.0563083951756433,0.288166492957704
TSS_01371,31.4722046764377,1.13008898567857,0.798086770604807,1.41599764248963,0.156776194705385,0.495982870522491
TSS_01378,17.1217401926104,-0.0995956035835288,0.969336893365992,-0.102746118779908,0.918164469816012,0.980685845294193
TSS_01383,10.660394902651,2.20167313802583,1.29852912517484,1.69551309658101,0.0899781279439561,0.381858396640204
TSS_01442,310.513979124487,-0.109366344908662,0.618843329064775,-0.176727032145505,0.859722806495586,0.980685845294193
TSS_01445,14.0617740607688,3.16452193699202,1.19175299786947,2.65535051529076,0.00792260386131829,0.0945750308151961
TSS_01578,15.042665646334,-1.04158672365696,0.972404740220143,-1.07114525523719,0.284104122410466,0.632486440577474
TSS_01579,21.5180200194437,0.332663218123156,0.928487517496766,0.358285073147809,0.720129987569649,0.935094162963574
TSS_02030,4.17030125621265,3.83371314914585,2.14874334819719,1.78416522027275,0.0743968219510823,NA
TSS_02076,29.8681740672243,0.239427055244453,0.803430770091744,0.298005832185283,0.765698712317343,0.958500546354084
TSS_02217,55.738288667167,0.821403703496045,0.735979514301842,1.11606870508514,0.264392726642151,0.627064901398914
TSS_02256,8.83522858883164,0.143849958996296,1.20479055679398,0.119398312167295,0.904959798425976,NA
TSS_02563,67.2950590762777,-1.57352414474759,0.649219699776944,-2.4237159551508,0.0153626161762668,0.127290248317639
TSS_02608,149.212076790265,-0.892298461359098,0.58887935309791,-1.51524833850091,0.129709525838175,0.465166325844845
TSS_02646,12.8214218108209,1.49767964484093,1.11895426661573,1.33846367945908,0.180745332551125,0.522993770785803
TSS_02677,10.2217377525302,0.258053749700359,1.17719379472925,0.219210932690746,0.826485739535014,0.980685845294193
TSS_02678,0.198045009381519,1.1751197774162,4.9835709858388,0.235798743663006,0.813588843084858,NA
TSS_02722,13.5275436616601,-1.48209550740571,1.05614922452105,-1.40330123148822,0.160527031142204,0.498780418191848
TSS_02730,68.0381328093976,-0.740296158896796,0.712986096410335,-1.03830377986886,0.299128649494713,0.632486440577474
TSS_02761,6.10558359036551,-0.67422363682748,1.39803604000506,-0.482264846924147,0.629617815967122,NA
TSS_02762,0.490650948961676,-0.331022878028991,4.77819044227087,-0.0692778745486062,0.944768436969251,NA
TSS_02812,7.67171926450751,-0.602522376055756,1.25421200662932,-0.480399145336701,0.630943601924987,NA
TSS_02901,435.049745399063,1.81271248320611,0.643985823026042,2.81483290220321,0.00488026020739707,0.0750000545120286
