,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TSS_00043,5.79101638420628,1.05571633262122,1.22692073935316,0.860460092293986,0.389535473018785,0.587085605764026
TSS_00070,55.9003119403829,2.27155212244656,0.45111244277149,5.03544550553931,4.76738744841484e-07,4.37355978963275e-06
TSS_00144,9.0116989716183,0.25768703207884,0.948501878885595,0.271677935294761,0.785869668464702,0.886729946770332
TSS_00150,3.24619964722372,-1.65431446140045,1.64339806122409,-1.00664257822492,0.314106565531845,NA
TSS_00196,50.2316781967333,0.299935099414712,0.442577876014266,0.677700164580851,0.497961822065978,0.680131231921287
TSS_00328,1.70193468280518,0.624288413688026,2.10894256248676,0.296019637894688,0.767215084266295,NA
TSS_00365,12.7498960366584,-0.423305338764223,0.810257318724708,-0.522433218413229,0.601368732414963,0.763841640477915
TSS_00443,0,NA,NA,NA,NA,NA
TSS_00471,1.76299694220463,1.51704754793017,2.14449462423043,0.707414945595668,0.479308651808043,NA
TSS_00472,13.4926712892278,2.66197516024096,0.890424232003963,2.98955830778548,0.0027938111902926,0.011558709042191
TSS_00587,3.90589492320276,0.148299491517033,1.42736221854391,0.10389758786548,0.917250621353454,0.968606294186429
TSS_00601,7.74069944723003,-0.0138662415821618,1.02429905628128,-0.0135372980157799,0.989199128811026,0.993909600852983
TSS_00616,10.7016440770086,-4.29755228083767,1.31132305095941,-3.27726434587833,0.00104818185769701,0.00514340399939694
TSS_00617,1.66638948321744,-1.07608871857566,2.28826756218333,-0.470263502555147,0.638166769652505,NA
TSS_00654,1.75296880242859,1.61339207307963,2.29678222611053,0.702457575097061,0.482393850389857,NA
TSS_00684,0.271515768719885,1.67771634890018,4.98894585854095,0.336286742023463,0.736654646690635,NA
TSS_00685,0,NA,NA,NA,NA,NA
TSS_00707,21.0135707417761,-0.517935852581154,0.665539006023198,-0.778220131192581,0.436439250863282,0.626453618586071
TSS_00709,47.4007501917384,-0.0303514999800072,0.446779489500722,-0.0679339600256162,0.945838204996092,0.977042328791941
TSS_00750,13.5081602092635,2.47335240297597,0.872989614418882,2.83319796951124,0.00460848352796004,0.0176798186254467
TSS_00781,0.631360527961311,-2.74277123087407,3.9822245983613,-0.688753525354328,0.490978386505923,NA
TSS_00789,8.28023164204903,5.13283776770917,1.69251552179785,3.03266806218527,0.00242402076445074,0.010454009373678
TSS_00786,0.517514477628064,0.157942633339409,4.09852715945324,0.0385364369185927,0.969259980589227,NA
TSS_00814,0,NA,NA,NA,NA,NA
TSS_00866,7.64127430003682,-0.386356791237923,1.10776421957508,-0.348771683008613,0.727260723785241,0.838535588626699
TSS_00933,1.64087242340573,-0.206297870368549,2.15666027784767,-0.0956561738014817,0.92379364945923,NA
TSS_00946,105.584430050648,-3.66010918197581,0.407003284645547,-8.99282467747979,2.40956438732469e-19,5.0841808572551e-18
TSS_00960,12.4293075859539,0.782853344330108,0.840226218900807,0.931717347923569,0.3514826186768,0.55761528226169
TSS_00962,7.89009069715101,0.0899093250177099,1.02641367874905,0.0875956029028061,0.930198097121869,0.971642566795615
TSS_01099,70.7558110871412,1.64261169371398,0.39887045581128,4.11815833883459,3.81912262609405e-05,0.000230238535458813
TSS_01100,194.969451283629,4.88377360295262,0.383864991081646,12.7226335206845,4.42684580474882e-37,2.335161162005e-35
TSS_01104,182.465167593398,4.55917885897329,0.375458130918631,12.1429754306249,6.25107997327723e-34,2.63795574872299e-32
TSS_01119,1.67641762299347,-1.15827431056933,2.17731500484293,-0.531973696039855,0.594744213741492,NA
TSS_01134,5.32453602620163,2.787277948231,1.40049352578406,1.99021123405091,0.0465676713112221,0.125229342240876
TSS_01154,219.837277155233,0.530017184547468,0.266699307709534,1.9873211861679,0.0468868153413707,0.125229342240876
TSS_01160,67.3037252901135,2.01604880812322,0.423398855361686,4.76158303829382,1.92080231572548e-06,1.50107143932621e-05
TSS_01184,0.491997417816358,2.56351368081216,4.42128468571013,0.579811946762352,0.562041440272787,NA
TSS_01195,100.382828438383,-1.34816697977107,0.347253737075221,-3.88236852719322,0.000103443947212136,0.000574386127941071
TSS_01289,1325.55156064084,0.0448122145939235,0.222230322486197,0.201647615377541,0.840192218077345,0.913817309352163
TSS_01371,47.2502073993164,2.25157115979777,0.481427188677787,4.67686747394053,2.91290373549719e-06,2.19508102924967e-05
TSS_01378,30.2357232227148,-0.111347631010632,0.545474671772069,-0.204129791487659,0.838252074212613,0.913817309352163
TSS_01383,5.4501598876213,-2.54105018099556,1.44886826549108,-1.75381726656446,0.0794618234656568,0.176488892118459
TSS_01442,826.60222821846,0.599937403216797,0.214591762379993,2.79571497322644,0.00517850487750293,0.01951186659202
TSS_01445,6.26645686509134,-1.06553350119396,1.17963615277605,-0.903273012349125,0.366381016082423,0.568429370539641
TSS_01578,12.5058587653891,0.438259220700312,0.910843615810469,0.481157482023244,0.63040457679132,0.773345149435863
TSS_01579,20.2856027548276,0.406916340316033,0.659300610631802,0.617193938173496,0.537106813568283,0.708309610393174
TSS_02030,0.666905727549053,-0.742009450057741,3.6574674435434,-0.202875202995347,0.839232576378427,NA
TSS_02076,61.7570414691104,0.334326570322511,0.404387446449774,0.826748142796354,0.4083798279993,0.598389886860085
TSS_02217,293.276289502842,5.39291413762115,0.355845001604058,15.1552336363059,6.99661745045614e-52,7.38143141023123e-50
TSS_02256,26.6759338100282,-0.772251298630176,0.581139910761404,-1.328856071197,0.183895459087921,0.349567043851813
TSS_02563,15.7265413528011,0.672695215854158,0.756998807944451,0.888634445384121,0.37419957270733,0.576321969644136
TSS_02608,454.877054028796,-0.261425952930506,0.22183331527578,-1.17847922258884,0.238605610791146,0.426659185397727
TSS_02646,9.98391599616459,1.40600018951932,0.930429332710026,1.51113055026342,0.130755192457144,0.270483780475072
TSS_02677,13.8614761713496,-0.0564819877123903,0.788009973066895,-0.0716767422277224,0.942859165558534,0.977042328791941
TSS_02678,0,NA,NA,NA,NA,NA
TSS_02722,15.4447856779767,-0.90682139197021,0.758979554783614,-1.19479027630559,0.23216898036766,0.418697904765609
